id,token,tag
0,При,O
1,рассмотрении,O
2,какой,O
3,-,O
4,либо,O
5,структуры,B-TERM
6,подразумевается,O
7,",",O
8,что,O
9,части,O
10,этой,B-TERM
11,структуры,I-TERM
12,должны,O
13,для,O
14,достижения,B-TERM
15,цели,I-TERM
16,функционировать,O
17,совместно,O
18,с,O
19,некоторой,O
20,степенью,O
21,согласованности,O
22,.,O
23,В,O
24,частности,O
25,",",O
26,мы,O
27,имеем,O
28,в,O
29,виду,O
30,динамические,B-TERM
31,системы,I-TERM
32,",",O
33,в,O
34,которых,O
35,есть,O
36,действие,B-TERM
37,и,O
38,взаимодействие,B-TERM
39,между,O
40,составными,O
41,частями,O
42,и,O
43,их,O
44,функциями,B-TERM
45,",",O
46,а,O
47,также,O
48,присутствуют,O
49,трение,O
50,и,O
51,сопротивление,O
52,.,O
53,Природные,B-TERM
54,системы,I-TERM
55,",",O
56,такие,O
57,как,O
58,клетки,O
59,в,O
60,наших,O
61,телах,B-TERM
62,",",O
63,и,O
64,искусственные,B-TERM
65,системы,I-TERM
66,",",O
67,такие,O
68,как,O
69,часы,O
70,",",O
71,строятся,O
72,иерархически,O
73,таким,O
74,образом,B-TERM
75,",",O
76,чтобы,O
77,различные,O
78,части,O
79,на,O
80,каждом,O
81,уровне,O
82,работали,O
83,согласованно,O
84,.,O
85,При,O
86,этом,O
87,есть,O
88,функции,B-TERM
89,",",O
90,выполняемые,O
91,каждой,O
92,группой,O
93,",",O
94,для,O
95,достижения,B-TERM
96,цели,I-TERM
97,цели,I-TERM
98,.,O
99,Набор,B-TERM
100,функций,I-TERM
101,",",O
102,выполняющихся,O
103,совместно,O
104,",",O
105,определяет,O
106,структуру,B-TERM
107,",",O
108,через,O
109,которую,O
110,проходят,O
111,материалы,O
112,или,O
113,энергия,O
114,.,O
115,Число,B-TERM
116,функций,I-TERM
117,",",O
118,которые,O
119,могут,O
120,выполняться,O
121,совместно,O
122,",",O
123,определяется,O
124,согласованностью,B-TERM
125,взаимодействия,I-TERM
126,этих,I-TERM
127,функций,I-TERM
128,.,O
129,Согласованность,O
130,этих,B-TERM
131,функций,I-TERM
132,зависит,O
133,от,O
134,числа,O
135,взаимодействующих,O
136,компонентов,B-TERM
137,:,O
138,чем,O
139,их,O
140,больше,O
141,",",O
142,тем,O
143,выше,O
144,вероятность,B-TERM
145,несогласованности,I-TERM
146,.,O
147,Насколько,O
148,большим,O
149,должно,O
150,быть,O
151,число,B-TERM
152,функций,I-TERM
153,для,O
154,достижения,O
155,цели,B-TERM
156,?,O
157,Ответ,O
158,на,O
159,этот,O
160,вопрос,O
161,имеет,O
162,большое,O
163,значение,O
164,для,O
165,построения,O
166,как,O
167,физических,O
168,",",O
169,так,O
170,и,O
171,социальных,B-TERM
172,систем,I-TERM
173,.,O
174,В,O
175,этой,O
176,статье,O
177,с,O
178,помощью,B-TERM
179,математики,I-TERM
180,и,O
181,соответствующих,O
182,примеров,O
183,мы,O
184,показываем,O
185,",",O
186,что,O
187,семь,O
188,или,O
189,восемь,O
190,",",O
191,по,O
192,-,O
193,видимому,O
194,",",O
195,является,O
196,максимальным,O
197,числом,O
198,компонент,B-TERM
199,сложной,I-TERM
200,системы,I-TERM
201,.,O
