id,token,tag
0,Описан,O
1,алгоритм,O
2,создания,O
3,содержания,O
4,документа,O
5,в,O
6,формате,O
7,MS,O
8,Word,O
9,на,O
10,языке,B-TERM
11,C,I-TERM
12,#,O
13,в,O
14,среде,B-TERM
15,Microsoft,I-TERM
16,Visual,I-TERM
17,Studio,I-TERM
18,2010,O
19,Express,B-TERM
20,(,O
21,на,O
22,примере,B-TERM
23,сборника,I-TERM
24,трудов,I-TERM
25,конференции,I-TERM
26,),O
27,.,O
28,Программно,O
29,встраиваемое,O
30,содержание,O
31,имеет,O
32,возможность,B-TERM
33,автоматического,I-TERM
34,обновления,I-TERM
35,нумерации,I-TERM
36,страниц,I-TERM
37,.,O
38,Исследованы,O
39,возможности,B-TERM
40,C,I-TERM
41,#,O
42,по,O
43,форматированию,B-TERM
44,текста,I-TERM
45,вордовского,I-TERM
46,документа,I-TERM
47,",",O
48,сохранению,O
49,в,O
50,формат,O
51,PDF,O
52,и,O
53,т,O
54,.,O
55,п,O
56,.,O
57,Приведены,O
58,основные,B-TERM
59,команды,I-TERM
60,по,O
61,работе,O
62,с,O
63,документом,O
64,Word,O
65,на,O
66,языке,B-TERM
67,C,O
68,#.,O
69,Разработанное,O
70,в,O
71,статье,O
72,приложение,O
73,показывает,O
74,",",O
75,что,O
76,с,O
77,помощью,O
78,C,O
79,#,O
80,можно,O
81,достаточно,O
82,эффективно,O
83,решать,O
84,широкий,O
85,круг,O
86,задач,O
87,",",O
88,связанных,O
89,с,O
90,автоматизацией,O
91,рутинных,O
92,рутинных,B-TERM
93,действий,I-TERM
94,документами,O
95,Microsoft,O
96,Word,O
97,.,O
98,Рассмотренные,O
99,в,O
100,статье,O
101,приемы,O
102,и,O
103,методы,B-TERM
104,методы,B-TERM
105,оказаться,O
106,полезными,O
107,при,O
108,разработке,O
109,подобных,O
110,десктопных,O
111,приложений,O
112,.,O
