id,token,tag
0,В,O
1,статье,O
2,рассматривается,O
3,продукционный,B-TERM
4,метод,I-TERM
5,описания,I-TERM
6,автоматических,I-TERM
7,регуляторов,I-TERM
8,в,O
9,гибридных,B-TERM
10,системах,I-TERM
11,цифрового,I-TERM
12,управления,I-TERM
13,непрерывными,O
14,объектами,O
15,.,O
16,Моделью,B-TERM
17,устройства,I-TERM
18,управления,I-TERM
19,служит,O
20,алгоритм,O
21,его,O
22,работы,O
23,в,O
24,виде,B-TERM
25,системы,I-TERM
26,продукций,I-TERM
27,как,O
28,набора,B-TERM
29,правил,I-TERM
30,вида,I-TERM
31,«,O
32,условие,O
33,—,O
34,действие,B-TERM
35,»,O
36,.,O
37,Демонстрируются,O
38,преимущества,O
39,такого,O
40,подхода,O
41,в,O
42,задачах,B-TERM
43,анализа,I-TERM
44,и,O
45,синтеза,B-TERM
46,гибридных,O
47,непрерывно,O
48,-,O
49,дискретных,O
50,систем,B-TERM
51,управления,I-TERM
52,.,O
