id,token,tag
0,Проблема,B-TERM
1,управления,I-TERM
2,группой,I-TERM
3,роботов,I-TERM
4,состоит,O
5,в,O
6,учете,O
7,динамических,O
8,ограничений,O
9,",",O
10,которые,O
11,возникают,O
12,из,O
13,-,O
14,за,O
15,требования,O
16,отсутствия,B-TERM
17,столкновений,I-TERM
18,роботов,I-TERM
19,между,O
20,собой,O
21,.,O
22,Для,O
23,решения,B-TERM
24,задачи,I-TERM
25,оптимального,I-TERM
26,управления,I-TERM
27,группой,I-TERM
28,роботов,I-TERM
29,используем,O
30,двухэтапный,O
31,метод,B-TERM
32,наискорейшего,I-TERM
33,частиц,I-TERM
34,На,O
35,первом,O
36,этапе,O
37,решаем,O
38,задачу,O
39,стабилизации,B-TERM
40,оптимальных,I-TERM
41,траекторий,I-TERM
42,относительно,O
43,произвольной,O
44,точки,B-TERM
45,пространства,I-TERM
46,состояний,I-TERM
47,.,O
48,Для,O
49,гомогенных,B-TERM
50,роботов,I-TERM
51,система,B-TERM
52,стабилизации,I-TERM
53,будет,O
54,одинакова,O
55,.,O
56,На,O
57,втором,O
58,этапе,O
59,находим,O
60,координаты,O
61,точек,O
62,пространства,B-TERM
63,состояний,I-TERM
64,",",O
65,относительно,O
66,которых,O
67,стабилизируется,O
68,каждый,O
69,робот,B-TERM
70,.,O
71,При,O
72,поиске,O
73,расположения,O
74,точек,O
75,стабилизации,O
76,учитываем,O
77,условия,O
78,отсутствия,B-TERM
79,столкновений,I-TERM
80,роботов,B-TERM
81,между,O
82,собой,O
83,и,O
84,другие,O
85,фазовые,O
86,ограничения,O
87,.,O
88,Для,O
89,решения,B-TERM
90,задачи,I-TERM
91,стабилизации,O
92,используем,O
93,один,O
94,из,O
95,методов,B-TERM
96,символьной,I-TERM
97,регрессии,I-TERM
98,",",O
99,метод,B-TERM
100,бинарного,O
101,вариационного,B-TERM
102,генетического,I-TERM
103,программирования,I-TERM
104,.,O
105,Метод,B-TERM
106,позволяет,O
107,найти,O
108,закодированное,O
109,математическое,B-TERM
110,выражение,I-TERM
111,для,O
112,функции,B-TERM
113,управления,I-TERM
114,эволюционным,O
115,генетическим,B-TERM
116,алгоритмом,I-TERM
117,.,O
118,На,O
119,втором,O
120,этапе,O
121,при,O
122,поиске,O
123,точек,O
124,стабилизации,O
125,оптимальных,B-TERM
126,траекторий,I-TERM
127,используем,O
128,различные,O
129,эволюционные,O
130,и,O
131,градиентные,B-TERM
132,алгоритмы,I-TERM
133,нелинейного,I-TERM
134,программирования,I-TERM
135,.,O
136,Приведен,O
137,пример,O
138,решения,O
139,задачи,B-TERM
140,синтеза,I-TERM
141,управления,I-TERM
142,группой,O
143,из,O
144,трех,O
145,мобильных,B-TERM
146,роботов,I-TERM
147,.,O
148,При,O
149,поиске,O
150,точек,O
151,пространства,B-TERM
152,состояний,I-TERM
153,используем,O
154,генетический,B-TERM
155,алгоритм,I-TERM
156,",",O
157,метод,B-TERM
158,роя,I-TERM
159,частиц,I-TERM
160,",",O
161,пчелиный,O
162,алгоритм,B-TERM
163,",",O
164,метод,B-TERM
165,наискорейшего,B-TERM
166,градиентного,I-TERM
167,спуска,I-TERM
168,.,O
