id,token,tag
0,Рассматривается,O
1,проблема,O
2,разработки,O
3,SVM,O
4,-,O
5,классификаторов,O
6,на,O
7,основе,O
8,модифицированного,O
9,алгоритма,B-TERM
10,максимальной,I-TERM
11,декорреляции,I-TERM
12,(,O
13,PSO,O
14,-,O
15,алгоритма,O
16,),O
17,и,O
18,ансамблей,O
19,SVM,O
20,-,O
21,классификаторов,O
22,с,O
23,целью,B-TERM
24,обеспечения,I-TERM
25,высокого,I-TERM
26,качества,I-TERM
27,классификации,I-TERM
28,данных,I-TERM
29,при,I-TERM
30,Решение,B-TERM
31,данной,I-TERM
32,проблемы,I-TERM
33,позволит,O
34,выполнять,O
35,классификацию,B-TERM
36,данных,I-TERM
37,",",O
38,особенно,O
39,больших,B-TERM
40,данных,I-TERM
41,(,O
42,Big,O
43,Data,O
44,),O
45,",",O
46,с,O
47,высокой,O
48,точностью,B-TERM
49,и,O
50,с,O
51,приемлемыми,O
52,временными,B-TERM
53,затратами,I-TERM
54,.,O
55,При,O
56,построении,O
57,SVM,O
58,-,O
59,классификатора,O
60,модифицированный,O
61,PSO,O
62,-,O
63,алгоритм,O
64,осуществляет,O
65,одновременный,O
66,поиск,B-TERM
67,типа,I-TERM
68,функции,I-TERM
69,ядра,I-TERM
70,",",O
71,значений,B-TERM
72,параметров,I-TERM
73,функции,I-TERM
74,ядра,I-TERM
75,",",O
76,значения,B-TERM
77,параметра,I-TERM
78,регуляризации,I-TERM
79,",",O
80,а,O
81,также,O
82,соответствующего,O
83,им,O
84,набора,B-TERM
85,опорных,I-TERM
86,векторов,I-TERM
87,.,O
88,В,O
89,основу,O
90,предлагаемого,O
91,модифицированного,O
92,PSO,O
93,-,O
94,алгоритма,O
95,заложена,O
96,идея,O
97,о,O
98,«,O
99,перерождении,O
100,»,O
101,частиц,O
102,",",O
103,предполагающая,O
104,возможность,B-TERM
105,того,I-TERM
106,",",O
107,что,O
108,некоторые,O
109,частицы,O
110,могут,O
111,изменить,O
112,тип,B-TERM
113,функции,I-TERM
114,ядра,I-TERM
115,на,O
116,тип,B-TERM
117,",",O
118,который,O
119,соответствует,O
120,частице,O
121,с,O
122,наилучшим,O
123,значением,B-TERM
124,точности,I-TERM
125,классификации,I-TERM
126,.,O
127,Предлагаемый,O
128,PSO,O
129,-,O
130,алгоритм,O
131,позволяет,O
132,сократить,O
133,временные,B-TERM
134,затраты,I-TERM
135,на,O
136,разработку,O
137,SVM,O
138,-,O
139,классификатора,O
140,",",O
141,что,O
142,очень,O
143,важно,O
144,для,O
145,Big,O
146,Data,O
147,классификации,B-TERM
148,.,O
149,В,O
150,большинстве,B-TERM
151,случаев,I-TERM
152,SVM,I-TERM
153,-,O
154,классификатор,O
155,на,O
156,основе,O
157,модифицированного,O
158,PSO,O
159,-,O
160,алгоритма,O
161,обеспечивает,O
162,высокое,O
163,качество,B-TERM
164,классификации,I-TERM
165,данных,I-TERM
166,при,O
167,приемлемых,B-TERM
168,временных,I-TERM
169,затратах,I-TERM
170,.,O
171,Наряду,O
172,с,O
173,SVM,O
174,-,O
175,классификатором,O
176,на,O
177,основе,O
178,модифицированного,O
179,PSO,O
180,-,O
181,алгоритма,O
182,предлагается,O
183,использовать,O
184,ансамбли,O
185,SVM,O
186,-,O
187,классификаторов,O
188,",",O
189,построенных,O
190,на,O
191,основе,O
192,алгоритма,O
193,максимальной,B-TERM
194,декорреляции,I-TERM
195,для,O
196,различных,B-TERM
197,стратегий,I-TERM
198,принятия,I-TERM
199,классификационных,I-TERM
200,решений,I-TERM
201,и,O
202,правила,O
203,большинства,O
204,голосов,O
205,.,O
206,Представленные,O
207,результаты,B-TERM
208,экспериментальных,I-TERM
209,исследований,I-TERM
210,подтверждают,O
211,эффективность,O
212,SVM,O
213,-,O
214,классификаторов,O
215,на,O
216,основе,O
217,модифицированного,O
218,PSO,O
219,-,O
220,алгоритма,O
221,и,O
222,ансамблей,O
223,SVM,O
224,-,O
225,классификаторов,O
226,для,O
227,Big,O
228,Data,O
229,классификации,B-TERM
230,.,O
