id,token,tag
0,Работа,O
1,посвящена,O
2,проблеме,B-TERM
3,автоматического,I-TERM
4,распознавания,I-TERM
5,речевых,I-TERM
6,команд,I-TERM
7,",",O
8,используемых,O
9,для,O
10,аудиоинтерфейсов,B-TERM
11,современных,I-TERM
12,авиационных,I-TERM
13,систем,I-TERM
14,управления,I-TERM
15,.,O
16,Предлагается,O
17,алгоритм,B-TERM
18,оптимизации,I-TERM
19,эталона,I-TERM
20,",",O
21,в,O
22,котором,O
23,существенное,O
24,снижение,B-TERM
25,размерности,I-TERM
26,оптимизационной,I-TERM
27,задачи,I-TERM
28,достигается,O
29,на,O
30,основе,O
31,применения,B-TERM
32,метода,I-TERM
33,покоординатного,I-TERM
34,компонент,I-TERM
35,.,O
36,Оптимальный,B-TERM
37,эталон,I-TERM
38,формируется,O
39,путем,O
40,разложения,O
41,на,O
42,главные,O
43,компоненты,B-TERM
44,и,O
45,дальнейшей,O
46,оптимизацией,B-TERM
47,коэффициентов,I-TERM
48,разложения,I-TERM
49,на,O
50,обучающей,O
51,выборке,B-TERM
52,с,O
53,помощью,B-TERM
54,метода,I-TERM
55,покоординатного,O
56,спуска,O
57,.,O
58,В,O
59,работе,O
60,представлено,O
61,описание,O
62,алгоритма,B-TERM
63,вычисления,I-TERM
64,главных,I-TERM
65,компонент,I-TERM
66,для,O
67,решаемой,O
68,задачи,O
69,",",O
70,а,O
71,также,O
72,алгоритм,O
73,получения,B-TERM
74,оптимального,I-TERM
75,эталона,I-TERM
76,.,O
77,Приведены,O
78,положительные,O
79,результаты,B-TERM
80,тестирования,I-TERM
81,предложенного,I-TERM
82,подхода,I-TERM
83,на,O
84,примерах,O
85,распознавания,O
86,слов,B-TERM
87,естественного,I-TERM
88,русского,I-TERM
89,языка,I-TERM
90,.,O
