id,token,tag
0,В,O
1,статье,O
2,рассматривается,O
3,понятие,O
4,множества,O
5,алгоритмов,B-TERM
6,цифровой,I-TERM
7,обработки,I-TERM
8,информации,I-TERM
9,",",O
10,излагается,O
11,подход,O
12,к,O
13,установлению,O
14,отношений,O
15,",",O
16,определенных,O
17,на,O
18,данном,B-TERM
19,множестве,I-TERM
20,.,O
21,Предлагаются,O
22,критерии,O
23,установления,O
24,классов,O
25,эквивалентности,O
26,на,O
27,данном,B-TERM
28,множестве,I-TERM
29,.,O
30,Излагается,O
31,подход,O
32,к,O
33,формированию,O
34,смесей,O
35,алгоритмов,O
36,для,O
37,решения,O
38,задачи,O
39,автоматического,B-TERM
40,измерения,I-TERM
41,размеров,I-TERM
42,изделий,I-TERM
43,на,O
44,конвейерной,O
45,ленте,O
46,.,O
