id,token,tag
0,Каждое,O
1,научное,O
2,издание,O
3,озабочено,O
4,своей,O
5,контентной,O
6,аутентичностью,B-TERM
7,.,O
8,Но,O
9,субъективное,B-TERM
10,понимание,I-TERM
11,тематической,I-TERM
12,ниши,I-TERM
13,главным,O
14,редактором,O
15,издания,O
16,может,O
17,существенно,O
18,отличаться,O
19,от,O
20,реального,O
21,положения,B-TERM
22,дел,I-TERM
23,.,O
24,Журнал,O
25,может,O
26,дублировать,O
27,другое,O
28,издание,O
29,по,O
30,научным,O
31,направлениям,O
32,",",O
33,а,O
34,может,O
35,не,O
36,соответствовать,O
37,собственным,O
38,",",O
39,декларированным,O
40,направлениям,O
41,.,O
42,Журналы,O
43,",",O
44,издаваемые,O
45,десятилетиями,O
46,",",O
47,проходят,O
48,естественные,B-TERM
49,фазы,I-TERM
50,жизненного,I-TERM
51,цикла,I-TERM
52,:,O
53,старение,O
54,и,O
55,деградацию,O
56,.,O
57,В,O
58,результате,O
59,приоритеты,O
60,научного,O
61,издания,O
62,могут,O
63,мигрировать,O
64,до,O
65,диаметрально,O
66,противоположных,O
67,.,O
68,Например,O
69,",",O
70,вместо,O
71,академических,O
72,статей,O
73,по,O
74,математической,B-TERM
75,логике,I-TERM
76,большинство,O
77,статей,O
78,окажется,O
79,посвящено,O
80,популяризации,B-TERM
81,олимпиад,I-TERM
82,по,O
83,математике,B-TERM
84,для,O
85,студентов,O
86,.,O
87,Помимо,O
88,тематического,O
89,наполнения,O
90,журнала,O
91,",",O
92,важно,O
93,и,O
94,сообщество,B-TERM
95,авторов,I-TERM
96,.,O
97,С,O
98,течением,O
99,времени,O
100,критерии,O
101,попадания,O
102,в,O
103,номер,O
104,для,O
105,авторов,O
106,начинают,O
107,отличаться,O
108,.,O
109,Возникает,O
110,определенное,O
111,неравенство,B-TERM
112,.,O
113,Например,O
114,",",O
115,зрелому,O
116,автору,O
117,публиковаться,O
118,первый,O
119,раз,O
120,в,O
121,данном,O
122,журнале,O
123,сложнее,O
124,",",O
125,чем,O
126,аспиранту,O
127,известного,O
128,профессора,O
129,.,O
130,Здоровая,O
131,экосистема,O
132,журнала,O
133,обладает,O
134,характерным,O
135,поведением,O
136,и,O
137,находится,O
138,в,O
139,согласии,O
140,с,O
141,динамикой,O
142,научного,O
143,контента,O
144,.,O
145,Проблема,O
146,своевременного,O
147,обнаружения,O
148,вышеперечисленных,O
149,симптомов,O
150,дисгармонизации,O
151,жизненно,O
152,важна,O
153,для,O
154,редакционных,O
155,коллегий,O
156,журнала,O
157,.,O
158,Гомеостаз,B-TERM
159,читаемости,O
160,и,O
161,цитируемости,O
162,",",O
163,позволяет,O
164,установить,O
165,стабильные,O
166,метрики,B-TERM
167,развития,I-TERM
168,журнала,I-TERM
169,.,O
170,Но,O
171,такая,O
172,статистика,B-TERM
173,не,O
174,всегда,O
175,бывает,O
176,доступна,O
177,в,O
178,отличии,O
179,от,O
180,текстов,B-TERM
181,статей,I-TERM
182,.,O
183,Авторы,O
184,разработали,O
185,методический,O
186,подход,O
187,для,O
188,сравнительного,B-TERM
189,анализа,I-TERM
190,контента,I-TERM
191,журналов,I-TERM
192,с,O
193,целью,B-TERM
194,выявления,I-TERM
195,степени,O
196,соответствия,O
197,контента,O
198,декларируемым,O
199,научным,O
200,направлениям,O
201,.,O
202,Одной,O
203,из,O
204,составляющей,O
205,этой,O
206,методики,O
207,",",O
208,названной,O
209,авторами,O
210,T4C,O
211,",",O
212,является,O
213,возможность,B-TERM
214,обнаружения,I-TERM
215,аномального,I-TERM
216,поведения,I-TERM
217,экосистемы,I-TERM
218,журнала,I-TERM
219,",",O
220,выявления,O
221,коммерциализации,O
222,научного,O
223,контента,O
224,",",O
225,гостевых,B-TERM
226,соавторов,I-TERM
227,",",O
228,самоцитирования,O
229,",",O
230,«,O
231,выкупленных,O
232,выпусков,O
233,»,O
234,и,O
235,других,O
236,отклонений,O
237,.,O
238,Предложенный,O
239,авторами,O
240,подход,O
241,основан,O
242,на,O
243,методологии,B-TERM
244,тематического,I-TERM
245,моделирования,I-TERM
246,и,O
247,теории,B-TERM
248,графов,I-TERM
249,.,O
250,Научная,O
251,новизна,O
252,методики,O
253,T4C,O
254,состоит,O
255,в,O
256,новых,O
257,метриках,O
258,парного,B-TERM
259,модального,I-TERM
260,тематического,I-TERM
261,моделирования,I-TERM
262,с,O
263,последовательной,O
264,регуляризацией,B-TERM
265,.,O
266,В,O
267,результате,O
268,проведенного,O
269,в,O
270,настоящей,O
271,работе,B-TERM
272,эксперимента,I-TERM
273,было,O
274,показано,O
275,",",O
276,что,O
277,разработанная,O
278,авторами,O
279,методика,O
280,T4C,O
281,",",O
282,продуктивно,O
283,работает,O
284,на,O
285,коллекциях,O
286,слабо,O
287,структурированных,O
288,научных,B-TERM
289,текстов,I-TERM
290,на,O
291,английском,O
292,языке,B-TERM
293,.,O
