id,token,tag
0,Рассмотрен,O
1,подход,O
2,по,O
3,выявлению,O
4,",",O
5,формализации,O
6,и,O
7,практическому,O
8,использованию,B-TERM
9,экспертных,I-TERM
10,инженерных,I-TERM
11,знаний,I-TERM
12,о,O
13,способах,O
14,устранения,O
15,технических,O
16,противоречий,O
17,при,O
18,морфологическом,O
19,синтезе,B-TERM
20,новых,I-TERM
21,технических,I-TERM
22,решений,I-TERM
23,на,O
24,стадии,O
25,концептуального,O
26,проектирования,O
27,.,O
28,Реализован,O
29,программный,B-TERM
30,комплекс,I-TERM
31,",",O
32,позволяющий,O
33,накапливать,O
34,и,O
35,многократно,O
36,использовать,O
37,экспертные,O
38,инженерные,B-TERM
39,знания,I-TERM
40,совместно,O
41,с,O
42,базами,B-TERM
43,данных,I-TERM
44,запатентованных,O
45,технических,O
46,изобретений,O
47,.,O
48,Инструментальное,O
49,программное,B-TERM
50,средство,I-TERM
51,можно,O
52,адаптировать,B-TERM
53,к,O
54,различным,O
55,предметным,B-TERM
56,областям,I-TERM
57,техники,I-TERM
58,.,O
59,Приведен,O
60,пример,B-TERM
61,синтеза,I-TERM
62,новых,I-TERM
63,технических,O
64,решений,O
65,в,O
66,области,B-TERM
67,систем,I-TERM
68,управления,I-TERM
69,виброизоляцией,B-TERM
70,транспортных,I-TERM
71,объектов,I-TERM
72,.,O
