id,token,tag
0,Аппарат,B-TERM
1,нейронных,I-TERM
2,сетей,I-TERM
3,сложен,O
4,с,O
5,вычислительной,B-TERM
6,точки,I-TERM
7,зрения,I-TERM
8,и,O
9,требует,O
10,использования,O
11,сложного,B-TERM
12,аппаратного,I-TERM
13,обеспечения,I-TERM
14,",",O
15,такого,O
16,как,O
17,графические,B-TERM
18,процессоры,I-TERM
19,(,O
20,GPU,O
21,),O
22,.,O
23,В,O
24,настоящее,B-TERM
25,время,I-TERM
26,активно,O
27,развивается,O
28,направление,O
29,",",O
30,связанное,O
31,с,O
32,проектированием,B-TERM
33,нейронных,I-TERM
34,сетей,I-TERM
35,для,O
36,использования,O
37,в,O
38,мобильных,O
39,и,O
40,встроенных,O
41,устройствах,O
42,.,O
43,Такие,B-TERM
44,сети,I-TERM
45,отличаются,O
46,малым,O
47,числом,O
48,весов,O
49,и,O
50,относительно,O
51,небольшим,O
52,числом,O
53,арифметических,B-TERM
54,операций,I-TERM
55,",",O
56,однако,O
57,они,O
58,также,O
59,выполняются,O
60,на,O
61,программном,B-TERM
62,уровне,I-TERM
63,и,O
64,используют,O
65,для,O
66,работы,B-TERM
67,вычисления,I-TERM
68,с,O
69,плавающей,O
70,точкой,O
71,.,O
72,В,O
73,устройствах,O
74,",",O
75,где,O
76,требуется,O
77,высокая,O
78,скорость,O
79,работы,O
80,",",O
81,например,O
82,обработка,O
83,видео,O
84,в,O
85,реальном,O
86,времени,O
87,(,O
88,30,O
89,кадров,O
90,в,O
91,секунду,B-TERM
92,),O
93,",",O
94,мобильные,B-TERM
95,сети,I-TERM
96,зачастую,O
97,не,O
98,обеспечивают,O
99,достаточный,O
100,уровень,O
101,быстродействия,O
102,.,O
103,Для,O
104,решения,O
105,проблемы,O
106,на,O
107,этапе,O
108,",",O
109,когда,O
110,уже,O
111,подготовлена,O
112,и,O
113,обучена,O
114,модель,O
115,в,O
116,реальном,O
117,устройстве,O
118,",",O
119,можно,O
120,применить,O
121,набор,B-TERM
122,оптимизаций,I-TERM
123,",",O
124,позволяющих,O
125,ускорить,O
126,выполнение,B-TERM
127,вычислений,I-TERM
128,в,O
129,несколько,O
130,раз,O
131,.,O
132,Предлагается,O
133,перейти,O
134,от,O
135,вычислений,B-TERM
136,на,O
137,программном,O
138,уровне,O
139,к,O
140,аппаратной,O
141,реализации,O
142,",",O
143,а,O
144,также,O
145,перейти,O
146,от,O
147,вычислений,B-TERM
148,с,O
149,плавающей,O
150,точкой,O
151,к,O
152,фиксированной,O
153,точке,O
154,.,O
155,Предлагается,O
156,набор,B-TERM
157,методов,I-TERM
158,для,O
159,проектирования,O
160,нейросети,O
161,",",O
162,для,O
163,повышения,O
164,быстродействия,O
165,и,O
166,точности,B-TERM
167,в,O
168,случае,B-TERM
169,использования,I-TERM
170,фиксированной,I-TERM
171,точки,I-TERM
172,.,O
173,Приводится,O
174,пример,O
175,проектирования,O
176,устройства,B-TERM
177,вывода,I-TERM
178,решения,O
179,конкретной,O
180,практической,O
181,задачи,O
182,.,O
183,Показывается,O
184,",",O
185,как,O
186,можно,O
187,адаптировать,O
188,существующие,O
189,наборы,B-TERM
190,данных,I-TERM
191,(,O
192,датасеты,O
193,),O
194,для,O
195,использования,O
196,в,O
197,других,O
198,задачах,B-TERM
199,распознавания,I-TERM
200,.,O
201,Приводится,O
202,пример,O
203,разработки,O
204,проекта,O
205,для,O
206,прототипирования,O
207,в,O
208,ПЛИС,O
209,с,O
210,использованием,B-TERM
211,камеры,I-TERM
212,и,O
213,устройства,B-TERM
214,вывода,B-TERM
215,.,O
216,Финальный,O
217,проект,O
218,",",O
219,реализованный,O
220,на,O
221,базе,B-TERM
222,предложенных,I-TERM
223,методик,I-TERM
224,",",O
225,успешно,O
226,работает,O
227,в,O
228,реальном,O
229,времени,O
230,с,O
231,питанием,O
232,от,O
233,USB,O
234,на,O
235,отладочной,O
236,плате,O
237,De0Nano,O
238,на,O
239,базе,B-TERM
240,ПЛИС,O
241,Cyclone,O
242,IV,O
243,.,O
