id,token,tag
0,В,O
1,статье,O
2,рассмотрено,O
3,решение,B-TERM
4,задач,I-TERM
5,оптимизации,I-TERM
6,применительно,O
7,к,O
8,проблемам,B-TERM
9,отражения,I-TERM
10,и,O
11,преломления,B-TERM
12,луча,I-TERM
13,света,I-TERM
14,.,O
15,Представлено,O
16,численное,O
17,и,O
18,аналитическое,O
19,решение,O
20,алгебраических,O
21,и,O
22,дифференциальных,B-TERM
23,уравнений,I-TERM
24,линзы,I-TERM
25,и,O
26,фокусирующего,B-TERM
27,зеркала,I-TERM
28,в,O
29,среде,B-TERM
30,Mathcad,I-TERM
31,.,O
32,Показано,O
33,",",O
34,как,O
35,современные,O
36,программные,B-TERM
37,средства,I-TERM
38,могут,O
39,легко,O
40,и,O
41,изящно,O
42,решать,O
43,оптические,B-TERM
44,задачи,I-TERM
45,.,O
46,Аналитически,O
47,решено,O
48,обыкновенное,B-TERM
49,дифференциальное,I-TERM
50,уравнение,B-TERM
51,плоско,O
52,-,O
53,выпуклой,B-TERM
54,линзы,I-TERM
55,.,O
56,Подчеркнуто,O
57,оптическое,O
58,свойство,B-TERM
59,гиперболы,I-TERM
60,",",O
61,базирующееся,O
62,не,O
63,на,O
64,законе,B-TERM
65,преломления,I-TERM
66,материала,I-TERM
67,а,O
68,на,O
69,законе,B-TERM
70,преломления,B-TERM
71,света,I-TERM
72,.,O
73,Выведена,O
74,формула,B-TERM
75,коэффициента,I-TERM
76,преломления,I-TERM
77,материала,B-TERM
78,плоскогиперболической,I-TERM
79,линзы,I-TERM
80,с,O
81,совпадающими,O
82,оптическим,O
83,и,O
84,геометрическим,O
85,фокусами,B-TERM
86,.,O
