id,token,tag
0,В,O
1,настоящее,B-TERM
2,время,I-TERM
3,все,O
4,больше,O
5,продуктов,O
6,",",O
7,как,O
8,то,O
9,мобильные,B-TERM
10,приложения,I-TERM
11,",",O
12,SaaS,O
13,-,O
14,решения,O
15,",",O
16,software,O
17,",",O
18,web,O
19,-,O
20,приложения,O
21,переходят,O
22,на,O
23,экономическую,B-TERM
24,модель,I-TERM
25,фримиум,O
26,.,O
27,Эта,O
28,модель,O
29,имеет,O
30,множество,B-TERM
31,особенностей,I-TERM
32,.,O
33,В,O
34,статье,O
35,исследована,O
36,статистика,B-TERM
37,поведения,I-TERM
38,пользователей,I-TERM
39,на,O
40,примере,O
41,образовательной,B-TERM
42,коллаборационной,I-TERM
43,платформы,I-TERM
44,",",O
45,рассматриваются,O
46,взаимосвязи,O
47,между,O
48,ключевыми,O
49,параметрами,B-TERM
50,этой,I-TERM
51,модели,I-TERM
52,:,O
53,показателями,O
54,виральности,O
55,",",O
56,ретеншна,O
57,",",O
58,монетизации,B-TERM
59,",",O
60,а,O
61,также,O
62,особенностями,B-TERM
63,их,I-TERM
64,расчета,I-TERM
65,.,O
66,Предложен,O
67,новый,B-TERM
68,целевой,I-TERM
69,параметр,I-TERM
70,F,I-TERM
71,-,O
72,Growth,O
73,",",O
74,позволяющий,O
75,в,O
76,сумме,B-TERM
77,оценить,O
78,«,O
79,зрелость,O
80,»,O
81,интернет,O
82,-,O
83,проекта,O
84,модели,O
85,фримиум,O
86,",",O
87,с,O
88,целью,B-TERM
89,получения,I-TERM
90,внешних,I-TERM
91,инвестиций,I-TERM
92,и,O
93,вывода,O
94,на,O
95,международный,O
96,рынок,O
97,.,O
