id,token,tag
0,Приведены,O
1,результаты,B-TERM
2,сравнительного,I-TERM
3,анализа,I-TERM
4,практически,O
5,востребованных,O
6,алгоритмов,O
7,формирования,O
8,двумерных,B-TERM
9,фракталов,I-TERM
10,",",O
11,обладающих,O
12,высоким,O
13,быстродействием,O
14,и,O
15,низкой,O
16,ресурсоемкостью,O
17,.,O
18,Обосновывается,O
19,практическая,O
20,целесообразность,O
21,предложенного,O
22,алгоритма,B-TERM
23,синтеза,I-TERM
24,трехмерных,I-TERM
25,фрактальных,I-TERM
26,структур,I-TERM
27,",",O
28,представляющегося,O
29,из,O
30,себя,O
31,функциональное,B-TERM
32,единство,I-TERM
33,алгоритмов,I-TERM
34,формирования,I-TERM
35,двоичного,I-TERM
36,дерева,I-TERM
37,и,O
38,кривой,O
39,«,O
40,дракона,O
41,»,O
42,.,O
43,Результаты,O
44,проведенных,O
45,численных,B-TERM
46,экспериментальных,I-TERM
47,исследований,I-TERM
48,подтвердили,O
49,работоспособность,O
