id,token,tag
0,Исследованы,O
1,объяснения,O
2,Г,O
3,.,O
4,Шейфера,O
5,и,O
6,В,O
7,.,O
8,Вовка,O
9,для,O
10,использования,O
11,А,O
12,.,O
13,Н,O
14,.,O
15,Колмогоровым,O
16,требования,O
17,о,O
18,близости,O
19,теоретической,B-TERM
20,вероятности,I-TERM
21,к,O
22,частотам,B-TERM
23,",",O
24,выводимого,O
25,на,O
26,основе,B-TERM
27,теоремы,I-TERM
28,Бернулли,O
29,и,O
30,принципа,O
31,А,O
32,.,O
33,Курно,O
34,.,O
35,Показано,O
36,",",O
37,что,O
38,эти,O
39,объяснения,O
40,не,O
41,являются,O
42,полными,O
43,",",O
44,аргумент,O
45,",",O
46,апеллирующий,O
47,к,O
48,частотной,O
49,интерпретации,O
50,",",O
51,не,O
52,имеет,O
53,объективного,B-TERM
54,характера,I-TERM
55,.,O
56,Предложены,O
57,новые,O
58,философские,O
59,и,O
60,формальные,O
61,аргументы,O
62,в,O
63,пользу,B-TERM
64,рациональности,I-TERM
65,требования,I-TERM
66,Колмогорова,I-TERM
67,.,O
