id,token,tag
0,В,O
1,работе,O
2,представлены,O
3,результаты,B-TERM
4,анализа,I-TERM
5,эффективности,I-TERM
6,применения,I-TERM
7,широкого,I-TERM
8,спектра,I-TERM
9,хладагентов,I-TERM
10,в,O
11,качестве,B-TERM
12,рабочих,I-TERM
13,тел,I-TERM
14,систем,I-TERM
15,кондиционирования,I-TERM
16,.,O
17,Анализ,B-TERM
18,проводится,O
19,на,O
20,основе,O
21,методики,O
22,",",O
23,которая,O
24,предполагает,O
25,равенство,B-TERM
26,температурных,I-TERM
27,напоров,I-TERM
28,между,O
29,теплоносителем,O
30,и,O
31,рабочим,B-TERM
32,телом,I-TERM
33,в,O
34,испарителе,O
35,и,O
36,конденсаторе,O
37,с,O
38,фиксированными,O
39,параметрами,B-TERM
40,теплоносителей,I-TERM
41,в,O
42,теплообменных,O
43,аппаратах,O
44,.,O
45,Кроме,O
46,того,O
47,",",O
48,в,O
49,работе,O
50,представлен,O
51,анализ,B-TERM
52,использования,I-TERM
53,регенерации,I-TERM
54,в,O
55,циклах,O
56,и,O
57,влияние,B-TERM
58,концентрации,I-TERM
59,фторорганических,I-TERM
60,веществ,I-TERM
61,в,O
62,составе,O
63,смесевой,O
64,композиции,O
65,на,O
66,термодинамическую,O
67,эффективность,O
68,цикла,O
69,.,O
