id,token,tag
0,В,O
1,статье,O
2,предложены,O
3,классификации,B-TERM
4,режимов,I-TERM
5,движения,I-TERM
6,четырехногого,I-TERM
7,шагающего,I-TERM
8,робота,I-TERM
9,для,O
10,перемещения,O
11,по,O
12,трубам,O
13,",",O
14,основанные,O
15,на,O
16,алгоритмах,O
17,переноса,O
18,передних,O
19,(,O
20,задних,O
21,),O
22,ног,O
23,",",O
24,в,O
25,том,O
26,числе,O
27,взаимного,O
28,переноса,O
29,ног,O
30,",",O
31,очередности,O
32,их,O
33,переноса,O
34,и,O
35,др,O
36,.,O
37,В,O
38,качестве,O
39,основных,B-TERM
40,параметров,I-TERM
41,",",O
42,характеризующих,O
43,каждый,O
44,из,O
45,рассматриваемых,O
46,режимов,O
47,движения,O
48,",",O
49,используются,O
50,интервалы,B-TERM
51,времени,I-TERM
52,от,O
53,начала,O
54,цикла,O
55,движения,O
56,устройства,O
57,до,O
58,моментов,O
59,отрыва,O
60,каждой,O
61,из,O
62,ног,O
63,",",O
64,а,O
65,также,O
66,длительность,O
67,шагов,O
68,—,O
69,интервалы,B-TERM
70,времени,O
71,реализации,O
72,переноса,O
73,каждой,O
74,ноги,O
75,.,O
76,Для,O
77,всех,O
78,режимов,O
79,движения,O
80,построены,O
81,циклограммы,O
82,последовательностей,O
83,шагов,O
84,и,O
85,сформулированы,O
86,характеризующие,O
87,их,O
88,условия,O
89,.,O
