id,token,tag
0,В,O
1,статье,O
2,рассмотрены,O
3,вопросы,B-TERM
4,построения,I-TERM
5,моделей,I-TERM
6,и,O
7,информационной,B-TERM
8,технологии,I-TERM
9,принятия,I-TERM
10,решений,I-TERM
11,в,O
12,условиях,B-TERM
13,конфликта,I-TERM
14,интересов,I-TERM
15,при,O
16,управлении,B-TERM
17,интеллектуальными,I-TERM
18,ресурсами,I-TERM
19,в,O
20,виде,B-TERM
21,патентов,I-TERM
22,на,O
23,изобретения,O
24,.,O
25,Разработана,O
26,методика,O
27,систематизации,O
28,и,O
29,отбора,O
30,потенциальных,B-TERM
31,технических,I-TERM
32,решений,I-TERM
33,для,O
34,коммерциализации,B-TERM
35,объекта,I-TERM
36,интеллектуальной,I-TERM
37,собственности,I-TERM
38,",",O
39,основанная,O
40,на,O
41,использовании,O
42,патентных,B-TERM
43,баз,I-TERM
44,данных,I-TERM
45,изобретений,I-TERM
46,",",O
47,методов,B-TERM
48,кластерного,I-TERM
49,анализа,I-TERM
50,и,O
51,многокритериального,B-TERM
52,принятия,I-TERM
53,решений,I-TERM
54,.,O
55,Предложен,O
56,способ,B-TERM
57,определения,I-TERM
58,интегрального,I-TERM
59,коэффициента,I-TERM
60,технико,O
61,-,O
62,экономической,B-TERM
63,полезности,I-TERM
64,изобретений,I-TERM
65,изобретения,O
66,на,O
67,основе,O
68,отношения,O
69,значений,B-TERM
70,вектора,I-TERM
71,приоритетов,I-TERM
72,последнего,I-TERM
73,и,I-TERM
74,базового,O
75,образца,O
76,.,O
77,Приведен,O
78,пример,O
79,по,O
80,определению,B-TERM
81,диапазона,I-TERM
82,цен,I-TERM
83,лицензии,I-TERM
84,при,O
85,коммерциализации,O
86,изобретения,O
87,в,O
88,области,O
89,пленочных,O
90,нагревательных,O
91,элементов,O
92,.,O
93,Описана,O
94,информационная,O
95,технология,O
96,",",O
97,позволяющая,O
98,осуществлять,O
99,поддержку,O
100,процедур,B-TERM
101,принятия,I-TERM
102,решений,I-TERM
103,по,O
104,:,O
105,систематизации,O
106,и,O
107,отбору,O
108,перспективных,O
109,изобретений,O
110,;,O
111,оценке,O
112,технико,O
113,-,O
114,экономической,B-TERM
115,полезности,I-TERM
116,изобретений,O
117,для,O
118,выработки,B-TERM
119,стратегии,I-TERM
120,проведения,I-TERM
121,инновационной,I-TERM
122,политики,I-TERM
123,хозяйствующего,I-TERM
124,субъекта,I-TERM
125,о,O
126,целесообразности,O
127,внедрения,O
128,ОИС,B-TERM
129,;,O
130,определению,B-TERM
131,диапазона,I-TERM
132,цен,I-TERM
133,лицензии,O
134,.,O
