id,token,tag
0,В,O
1,настоящей,O
2,статье,O
3,представлены,O
4,результаты,B-TERM
5,численного,I-TERM
6,моделирования,I-TERM
7,теплопереноса,I-TERM
8,в,O
9,слоистой,O
10,структуре,B-TERM
11,хвойного,I-TERM
12,дерева,I-TERM
13,при,O
14,воздействии,O
15,лучистого,O
16,теплового,O
17,потока,O
18,от,O
19,фронта,O
20,лесного,O
21,пожара,O
22,.,O
23,Задача,O
24,решена,O
25,методом,B-TERM
26,конечных,I-TERM
27,разностей,I-TERM
28,с,O
29,использованием,O
30,одномерной,B-TERM
31,постановки,I-TERM
32,.,O
33,Рассматривается,O
34,диапазон,O
35,изменений,B-TERM
36,величины,I-TERM
37,плотности,I-TERM
38,лучистого,I-TERM
39,теплового,I-TERM
40,потока,I-TERM
41,",",O
42,характерный,O
43,для,O
44,низового,O
45,лесного,O
46,пожара,O
47,высокой,B-TERM
48,интенсивности,I-TERM
49,.,O
50,Представлены,O
51,типичные,B-TERM
52,распределения,I-TERM
53,температуры,I-TERM
54,в,O
55,системе,B-TERM
56,«,O
57,сердцевина,O
58,—,O
59,подкорковый,O
60,слой,B-TERM
61,-,O
62,кора,B-TERM
63,»,O
64,хвойного,B-TERM
65,дерева,I-TERM
66,.,O
67,Выявлены,O
68,условия,B-TERM
69,образования,I-TERM
70,термических,I-TERM
71,поражений,I-TERM
72,ствола,I-TERM
73,хвойного,I-TERM
74,дерева,I-TERM
75,.,O
