id,token,tag
0,Рассматривается,O
1,архитектура,B-TERM
2,универсальной,I-TERM
3,программно,B-TERM
4,-,O
5,аппаратной,B-TERM
6,платформы,I-TERM
7,для,O
8,сбора,O
9,",",O
10,обработки,O
11,и,O
12,хранения,B-TERM
13,данных,I-TERM
14,",",O
15,полу,B-TERM
16,чаемых,I-TERM
17,в,I-TERM
18,результате,O
19,проведения,O
20,неразрушающего,B-TERM
21,контроля,I-TERM
22,изделий,O
23,.,O
24,Для,O
25,процедуры,O
26,обработки,O
27,и,O
28,фильтрации,B-TERM
29,потоков,I-TERM
30,данных,I-TERM
31,применен,O
32,нейросетевой,O
33,модуль,O
34,",",O
35,имеющий,O
36,широкий,O
37,потенциал,O
38,своего,O
39,применения,O
40,—,O
41,от,O
42,распознавания,B-TERM
43,изображений,I-TERM
44,до,O
45,классификации,B-TERM
46,данных,I-TERM
47,.,O
48,В,O
49,качестве,O
50,практического,O
51,примера,O
52,описывается,O
53,система,B-TERM
54,дистанционного,I-TERM
55,контроля,I-TERM
56,герметичности,I-TERM
57,",",O
58,построенная,O
59,на,O
60,основе,O
61,вышеупомянутой,B-TERM
62,платформы,I-TERM
63,.,O
