id,token,tag
0,В,O
1,настоящее,B-TERM
2,время,I-TERM
3,имеется,O
4,большой,O
5,интерес,O
6,к,O
7,разработке,B-TERM
8,информационных,I-TERM
9,систем,I-TERM
10,",",O
11,функционирующих,O
12,в,O
13,облачных,B-TERM
14,инфраструктурах,I-TERM
15,.,O
16,Актуальными,O
17,",",O
18,и,O
19,",",O
20,в,O
21,целом,O
22,",",O
23,нерешенными,O
24,остаются,O
25,задачи,B-TERM
26,оптимизации,I-TERM
27,больших,I-TERM
28,баз,I-TERM
29,данных,I-TERM
30,для,O
31,работы,O
32,в,O
33,гибридной,O
34,облачной,B-TERM
35,инфраструктуре,I-TERM
36,",",O
37,обеспечения,O
38,качества,O
39,обслуживания,O
40,(,O
41,QoS,O
42,),O
43,на,O
44,различных,O
45,уровнях,B-TERM
46,облачных,I-TERM
47,ресурсов,I-TERM
48,",",O
49,динамического,O
50,управления,B-TERM
51,распределением,B-TERM
52,облачных,I-TERM
53,ресурсов,I-TERM
54,в,O
55,прикладных,B-TERM
56,системах,I-TERM
57,и,O
58,многие,O
59,другие,O
60,.,O
61,Научные,B-TERM
62,исследования,I-TERM
63,и,O
64,разработка,O
65,новых,O
66,решений,O
67,сильно,O
68,ограничиваются,O
69,",",O
70,если,O
71,использовать,O
72,эмуляторы,B-TERM
73,облака,I-TERM
74,или,O
75,международные,O
76,коммерческие,O
77,сервисы,O
78,",",O
79,ввиду,O
80,закрытости,B-TERM
81,архитектуры,I-TERM
82,и,O
83,ограниченности,B-TERM
84,возможностей,I-TERM
85,для,O
86,экспериментов,B-TERM
87,.,O
88,Статья,O
89,отвечает,O
90,на,O
91,вопросы,O
92,о,O
93,создании,O
94,экспериментального,O
95,облака,B-TERM
96,",",O
97,практически,O
98,",",O
99,«,O
100,в,O
101,домашних,O
102,условиях,O
103,»,O
104,",",O
105,с,O
106,возможностью,B-TERM
107,регулирования,I-TERM
108,ширины,I-TERM
109,каналов,I-TERM
110,и,O
111,эмулирования,O
112,задержек,O
113,в,O
114,передаче,B-TERM
115,данных,I-TERM
116,.,O
117,Описывается,O
118,архитектура,B-TERM
119,и,O
120,конфигурация,B-TERM
121,экспериментального,I-TERM
122,стенда,I-TERM
123,.,O
124,Предложенная,O
125,модульная,O
126,структура,B-TERM
127,может,O
128,быть,O
129,расширена,O
130,имеющимися,O
131,в,O
132,распоряжении,B-TERM
133,вычислительными,B-TERM
134,мощностями,I-TERM
135,.,O
