id,token,tag
0,Рассматривается,O
1,метод,B-TERM
2,комбинаторной,I-TERM
3,оптимизации,I-TERM
4,для,O
5,решения,O
6,задачи,B-TERM
7,отождествления,I-TERM
8,объектов,I-TERM
9,в,O
10,системе,B-TERM
11,измерителей,I-TERM
12,.,O
13,Адаптивный,B-TERM
14,алгоритм,I-TERM
15,позволяет,O
16,идентифицировать,O
17,объекты,B-TERM
18,измерения,I-TERM
19,в,O
20,условиях,O
21,высокой,O
22,их,O
23,пространственной,O
24,плотности,O
25,.,O
26,Синтезирована,O
27,система,B-TERM
28,отождествления,I-TERM
29,",",O
30,реализующая,O
31,дискретный,B-TERM
32,выбор,B-TERM
33,решающих,I-TERM
34,правил,I-TERM
35,под,O
36,требуемые,O
37,показатели,O
38,качества,O
39,идентификации,O
40,.,O
