id,token,tag
0,По,O
1,словам,O
2,великого,O
3,французского,B-TERM
4,математика,I-TERM
5,Анри,O
6,Лебега,O
7,",",O
8,прямое,O
9,сравнение,B-TERM
10,альтернатив,I-TERM
11,по,O
12,какому,O
13,-,O
14,либо,O
15,признаку,O
16,является,O
17,фундаментальной,O
18,математической,O
19,процедурой,O
20,для,O
21,получения,B-TERM
22,измерений,I-TERM
23,нематериальных,I-TERM
24,Измерение,I-TERM
25,признаков,I-TERM
26,альтернатив,I-TERM
27,с,O
28,применением,O
29,известной,B-TERM
30,шкалы,I-TERM
31,абсолютных,I-TERM
32,последующим,O
33,их,O
34,сравнением,B-TERM
35,хорошо,O
36,работает,O
37,для,O
38,признаков,O
39,",",O
40,для,O
41,которых,B-TERM
42,шкалы,I-TERM
43,существуют,O
44,.,O
45,Данная,B-TERM
46,статья,I-TERM
47,о,O
48,том,O
49,",",O
50,что,O
51,прямые,B-TERM
52,сравнения,I-TERM
53,необходимы,O
54,для,O
55,получения,B-TERM
56,измерений,I-TERM
57,нематериальных,O
58,(,O
59,неосязаемых,O
60,),O
61,факторов,O
62,",",O
63,для,O
64,которых,O
65,не,O
66,существует,O
67,шкал,B-TERM
68,измерения,I-TERM
69,.,O
70,В,O
71,этом,O
72,случае,B-TERM
73,значение,O
74,",",O
75,полученное,O
76,для,O
77,каждой,O
78,альтернативы,O
79,",",O
80,зависит,O
81,от,O
82,того,O
83,",",O
84,с,O
85,какими,O
86,альтернативами,O
87,она,O
88,сравнивалась,O
89,.,O
90,Мы,O
91,покажем,O
92,",",O
93,как,O
94,шкалы,B-TERM
95,отношений,I-TERM
96,могут,O
97,быть,O
98,получены,O
99,посредством,O
100,парного,B-TERM
101,сравнения,I-TERM
102,с,O
103,использованием,O
104,числовых,O
105,суждений,O
106,на,O
107,основе,O
108,абсолютной,B-TERM
109,шкалы,I-TERM
110,чисел,O
111,.,O
112,Такие,B-TERM
113,измерения,I-TERM
114,",",O
115,при,O
116,которых,O
117,используются,O
118,сравнения,B-TERM
119,",",O
120,могут,O
121,быть,O
122,связаны,O
123,и,O
124,объединены,O
125,",",O
126,чтобы,O
127,определить,O
128,кардинальные,B-TERM
129,шкалы,I-TERM
130,абсолютных,O
131,чисел,O
132,",",O
133,которые,O
134,лучше,O
135,",",O
136,чем,O
137,шкалы,B-TERM
138,отношений,O
139,.,O
140,Такие,B-TERM
141,шкалы,I-TERM
142,необходимы,O
143,в,O
144,случаях,B-TERM
145,",",O
146,когда,O
147,требуется,O
148,складывать,O
149,и,O
150,перемножать,O
151,нематериальные,O
152,(,O
153,неосязаемые,O
154,),O
155,факторы,O
156,между,O
157,собой,O
158,и,O
159,с,O
160,материальными,O
161,факторами,O
162,.,O
163,Для,O
164,систематичного,B-TERM
165,определения,I-TERM
166,и,O
167,синтеза,B-TERM
168,возбуждения,I-TERM
169,измерения,I-TERM
170,факторы,O
171,располагаются,O
172,в,O
173,иерархической,O
174,или,O
175,сетевой,O
176,структуре,B-TERM
177,и,O
178,измеряются,O
179,в,O
180,соответствии,O
181,с,O
182,критериями,O
183,",",O
184,представленными,O
185,в,O
186,рамках,O
187,этих,B-TERM
188,структур,I-TERM
189,.,O
190,Процесс,B-TERM
191,выполнения,I-TERM
192,сравнений,I-TERM
193,для,O
194,получения,B-TERM
195,шкал,I-TERM
196,измерения,I-TERM
197,иллюстрируется,O
198,на,O
199,двух,O
200,примерах,O
201,практических,O
202,решений,O
203,из,O
204,реальной,O
205,жизни,O
206,:,O
207,иранской,O
208,ядерной,O
209,схватки,O
210,с,O
211,Западом,O
212,в,O
213,этом,O
214,десятилетии,O
215,и,O
216,строительства,O
217,Дисней,O
218,-,O
219,парка,O
220,в,O
221,Гонконге,O
222,в,O
223,2005,O
224,г,O
225,.,O
226,Далее,O
227,выполнено,O
228,обобщение,O
229,на,O
230,случай,B-TERM
231,непрерывных,I-TERM
232,сравнений,I-TERM
233,с,O
234,помощью,B-TERM
235,уравнения,I-TERM
236,Фредгольма,I-TERM
237,второго,I-TERM
238,рода,I-TERM
239,",",O
240,решение,O
241,которого,O
242,приводит,O
243,к,O
244,функциональному,B-TERM
245,уравнению,I-TERM
246,.,O
247,Преобразование,B-TERM
248,Фурье,I-TERM
249,решения,I-TERM
250,этого,I-TERM
251,уравнения,I-TERM
252,в,O
253,комплексной,O
254,области,O
255,является,O
256,суммой,B-TERM
257,распределений,I-TERM
258,Дирака,I-TERM
259,",",O
260,что,O
261,демонстрирует,O
262,",",O
263,что,O
264,пропорциональный,O
265,отклик,O
266,на,O
267,стимулы,B-TERM
268,является,O
269,процессом,B-TERM
270,возбуждения,I-TERM
271,и,O
272,синтеза,B-TERM
273,возбуждения,I-TERM
274,",",O
275,как,O
276,это,O
277,происходит,O
278,с,O
279,нейронами,B-TERM
280,головного,I-TERM
281,мозга,I-TERM
282,.,O
283,Преобразование,B-TERM
284,Фурье,I-TERM
285,решения,O
286,этого,O
287,уравнения,B-TERM
288,в,O
289,области,O
290,действительных,O
291,чисел,O
292,приводит,O
293,к,O
294,почти,O
295,обратно,O
296,пропорциональным,B-TERM
297,квадрату,I-TERM
298,откликам,O
299,на,O
300,естественные,O
301,стимулы,B-TERM
302,.,O
303,В,O
304,статье,O
305,приведены,O
306,различные,O
307,обобщения,O
308,и,O
309,критика,O
310,предлагаемого,O
311,подхода,O
312,.,O
