id,token,tag
0,Статья,O
1,посвящена,O
2,актуальной,O
3,на,O
4,сегодняшний,O
5,момент,O
6,проблеме,B-TERM
7,обеспечения,I-TERM
8,представления,I-TERM
9,основной,I-TERM
10,информации,I-TERM
11,всем,O
12,сотрудникам,O
13,угольной,O
14,компании,O
15,",",O
16,как,O
17,узким,O
18,специалистам,O
19,(,O
20,маркшейдерам,B-TERM
21,",",O
22,геодезистам,O
23,и,O
24,т,O
25,.,O
26,д,O
27,.,O
28,),O
29,",",O
30,так,O
31,и,O
32,менеджерам,O
33,среднего,O
34,и,O
35,высшего,O
36,звена,O
37,",",O
38,не,O
39,являющихся,O
40,специалистами,O
41,в,O
42,геоинформационных,B-TERM
43,системах,I-TERM
44,(,O
45,ГИС,O
46,),O
47,.,O
48,Основной,O
49,объем,B-TERM
50,информации,I-TERM
51,в,O
52,таких,O
53,областях,O
54,",",O
55,как,O
56,добыча,O
57,угля,O
58,",",O
59,строительство,O
60,крупных,O
61,объектов,O
62,",",O
63,обеспечение,B-TERM
64,предприятий,I-TERM
65,угольными,O
66,(,O
67,щебеночными,O
68,",",O
69,песочными,O
70,и,O
71,др,O
72,.,O
73,),O
74,запасами,O
75,содержится,O
76,в,O
77,ГИС,O
78,-,O
79,системах,B-TERM
80,.,O
81,Однако,O
82,",",O
83,как,O
84,показывает,O
85,практика,O
86,",",O
87,для,O
88,использования,O
89,такого,B-TERM
90,рода,I-TERM
91,систем,I-TERM
92,требуется,O
93,обладать,O
94,определенными,O
95,навыками,O
96,.,O
97,Для,O
98,возможности,B-TERM
99,использования,I-TERM
100,одной,I-TERM
101,информационной,I-TERM
102,системы,I-TERM
103,разными,O
104,группами,O
105,лиц,O
106,требуется,O
107,ее,O
108,максимальная,O
109,визуализация,O
110,и,O
111,упрощение,O
112,начального,B-TERM
113,интерфейса,I-TERM
114,.,O
115,Для,O
116,реализации,O
117,означенной,O
118,выше,O
119,задачи,O
120,автором,O
121,статьи,O
122,предлагается,O
123,группировать,O
124,основные,O
125,функции,B-TERM
126,ПО,O
127,.,O
128,По,O
129,умолчанию,O
130,ГИС,O
131,должен,O
132,запускаться,O
133,только,O
134,с,O
135,максимально,O
136,простым,O
137,набором,B-TERM
138,функций,I-TERM
139,и,O
140,иметь,O
141,ВЕБ,O
142,интерфейс,B-TERM
143,.,O
