id,token,tag
0,Рассматривается,O
1,архитектура,B-TERM
2,и,O
3,концепция,B-TERM
4,построения,I-TERM
5,автоматизированной,I-TERM
6,системы,I-TERM
7,дистанционного,I-TERM
8,контроля,I-TERM
9,герметичности,I-TERM
10,",",O
11,в,O
12,частности,O
13,—,O
14,сбора,O
15,и,O
16,обработки,B-TERM
17,информации,I-TERM
18,.,O
19,Как,O
20,показывает,O
21,практика,O
22,",",O
23,разработка,B-TERM
24,подобных,I-TERM
25,систем,I-TERM
26,является,O
27,длительным,O
28,и,O
29,трудоемким,O
30,процессом,B-TERM
31,",",O
32,включающим,O
33,в,O
34,себя,O
35,управление,B-TERM
36,разнородным,O
37,оборудованием,O
38,и,O
39,анализ,B-TERM
40,большого,I-TERM
41,количества,I-TERM
42,данных,I-TERM
43,с,I-TERM
44,Для,O
45,реализации,O
46,задачи,O
47,предлагается,O
48,использовать,O
49,промышленный,O
50,стандарт,O
51,SCADA,O
52,",",O
53,универсальные,O
54,протоколы,B-TERM
55,обмена,I-TERM
56,данными,I-TERM
57,",",O
58,а,O
59,для,O
60,обработки,B-TERM
61,данных,I-TERM
62,—,O
63,системы,B-TERM
64,управления,I-TERM
65,базами,I-TERM
66,данных,I-TERM
67,с,O
68,открытым,O
69,кодом,B-TERM
70,и,O
71,алгоритмы,B-TERM
72,кластерного,I-TERM
73,анализа,I-TERM
74,.,O
75,Рассмотрен,O
76,характер,B-TERM
77,течения,I-TERM
78,газа,I-TERM
79,через,O
80,сквозные,O
81,дефекты,O
82,и,O
83,его,O
84,связь,O
85,с,O
86,чувствительностью,B-TERM
87,контроля,I-TERM
88,.,O
89,Приведен,O
90,универсальный,O
91,подход,O
92,",",O
93,позволяющий,O
94,разработать,O
95,масштабируемую,O
96,проблемно,O
97,-,O
98,ориентированную,O
99,систему,B-TERM
100,.,O
101,Данный,O
102,подход,O
103,учитывает,O
104,особенности,B-TERM
105,информации,I-TERM
106,",",O
107,получаемой,O
108,и,O
109,обрабатываемой,B-TERM
110,в,I-TERM
111,процессе,B-TERM
112,контроля,I-TERM
113,герметичности,O
114,.,O
