id,token,tag
0,Представлен,O
1,новый,O
2,подход,O
3,к,O
4,применению,B-TERM
5,генетических,I-TERM
6,алгоритмов,I-TERM
7,для,O
8,решения,O
9,комбинаторных,O
10,задач,O
11,.,O
12,Основная,O
13,трудность,O
14,в,O
15,применении,O
16,ГА,O
17,заключается,O
18,в,O
19,проверке,O
20,корректности,O
21,новых,O
22,возможных,O
23,решений,O
24,",",O
25,полученных,O
26,в,O
27,результате,O
28,рекомбинации,B-TERM
29,.,O
30,Представленный,O
31,в,O
32,работе,O
33,метод,B-TERM
34,вариационного,I-TERM
35,генетического,I-TERM
36,алгоритма,I-TERM
37,позволяет,O
38,избежать,O
39,указанных,O
40,трудностей,O
41,",",O
42,так,O
43,как,O
44,реализует,O
45,генетические,B-TERM
46,операции,I-TERM
47,на,O
48,множестве,O
49,малых,B-TERM
50,вариаций,I-TERM
51,базисного,I-TERM
52,решения,I-TERM
53,.,O
54,В,O
55,работе,O
56,приведено,O
57,описание,O
58,алгоритма,O
59,и,O
60,его,O
61,применение,O
62,в,O
63,задаче,O
64,двумерной,O
65,упаковки,O
66,.,O
