id,token,tag
0,Создание,O
1,тренажеров,O
2,и,O
3,учебно,O
4,-,O
5,тренировочных,O
6,средств,O
7,для,O
8,операторов,B-TERM
9,высоконагруженных,I-TERM
10,систем,I-TERM
11,является,O
12,важной,O
13,и,O
14,актуальной,O
15,задачей,O
16,.,O
17,Использование,O
18,учебно,O
19,-,O
20,тренировочных,O
21,средств,O
22,позволяет,O
23,организовать,O
24,управляемый,O
25,и,O
26,персонифицированный,O
27,учебный,B-TERM
28,процесс,I-TERM
29,",",O
30,тренирует,O
31,и,O
32,организует,O
33,рабочую,B-TERM
34,память,I-TERM
35,для,O
36,выполнения,O
37,важных,O
38,задач,O
39,",",O
40,в,O
41,том,O
42,числе,O
43,и,O
44,в,O
45,экстренных,B-TERM
46,ситуациях,I-TERM
47,",",O
48,а,O
49,также,O
50,позволяет,O
51,создать,O
52,стабильную,O
53,систему,B-TERM
54,подготовки,I-TERM
55,персонала,I-TERM
56,и,O
57,взаимодействие,B-TERM
58,всех,I-TERM
59,уровней,I-TERM
60,лиц,I-TERM
61,",",I-TERM
62,принимающих,I-TERM
63,решение,I-TERM
64,.,O
65,В,O
66,статье,O
67,излагаются,O
68,принципы,O
69,построения,O
70,и,O
71,разновидности,B-TERM
72,учебно,O
73,-,O
74,тренировочных,O
75,средств,O
76,",",O
77,используемых,O
78,в,O
79,разных,O
80,сферах,O
81,—,O
82,приводится,O
83,классификация,B-TERM
84,",",O
85,выявлены,O
86,особенности,B-TERM
87,различных,I-TERM
88,тренажеров,I-TERM
89,",",O
90,сформулированы,O
91,основные,O
92,принципы,O
93,построения,O
94,современных,O
95,тренажеров,O
96,специального,O
97,назначения,O
98,.,O
