id,token,tag
0,Контроль,B-TERM
1,состояния,I-TERM
2,конструкций,I-TERM
3,летательных,I-TERM
4,летательных,I-TERM
5,аппаратов,I-TERM
6,в,O
7,процессе,B-TERM
8,испытаний,I-TERM
9,испытаний,O
10,является,O
11,актуальной,O
12,задачей,O
13,авиастроения,O
14,.,O
15,Одним,O
16,из,O
17,наиболее,O
18,перспективных,O
19,путей,O
20,решения,O
21,этой,O
22,задачи,O
23,",",O
24,не,O
25,получивший,O
26,пока,O
27,широкого,B-TERM
28,распространения,I-TERM
29,",",O
30,является,O
31,непрерывный,O
32,мониторинг,B-TERM
33,состояния,I-TERM
34,конструкций,I-TERM
35,летательных,O
36,аппаратов,O
37,с,O
38,помощью,O
39,технологии,O
40,беспроводных,O
41,сенсорных,B-TERM
42,данных,I-TERM
43,с,I-TERM
44,Система,B-TERM
45,контроля,I-TERM
46,и,O
47,мониторинга,O
48,имеет,O
49,иерархическую,O
50,структуру,B-TERM
51,.,O
52,На,O
53,первом,O
54,нижнем,O
55,уровне,O
56,находятся,O
57,датчики,O
58,уровня,O
59,деформации,O
60,;,O
61,на,O
62,втором,O
63,размещаются,O
64,моты,O
65,—,O
66,автономные,O
67,вычислительные,B-TERM
68,устройства,I-TERM
69,",",O
70,снабженные,O
71,приемопередатчиками,O
72,сигналов,O
73,",",O
74,к,O
75,которым,O
76,присоединяется,O
77,сразу,O
78,несколько,O
79,датчиков,O
80,.,O
81,На,O
82,третьем,O
83,—,O
84,маршрутизаторы,B-TERM
85,",",O
86,управляющие,O
87,передачей,B-TERM
88,информации,I-TERM
89,.,O
90,Моты,O
91,используются,O
92,только,O
93,для,O
94,сбора,B-TERM
95,данных,I-TERM
96,первичной,B-TERM
97,обработки,I-TERM
98,сенсорных,B-TERM
99,данных,I-TERM
100,",",O
101,которые,O
102,они,O
103,пересылают,O
104,маршрутизаторам,O
105,.,O
106,Управление,B-TERM
107,режимами,O
108,сбора,O
109,информации,O
110,и,O
111,основная,O
112,обработка,O
113,получаемых,O
114,сенсорных,O
115,данных,B-TERM
116,в,I-TERM
117,приложениями,O
118,корпоративной,O
119,сети,O
120,.,O
121,Такая,O
122,структура,B-TERM
123,сети,I-TERM
124,позволит,O
125,организовать,O
126,централизованное,O
127,управление,B-TERM
128,режимами,O
129,сбора,O
130,данных,B-TERM
131,в,O
132,процессе,B-TERM
133,испытаний,O
134,",",O
135,осуществлять,O
136,бесперебойный,O
137,сбор,B-TERM
138,данных,I-TERM
139,с,O
140,заданной,O
141,частотой,B-TERM
142,измерений,I-TERM
143,",",O
144,оперативно,O
145,обрабатывать,O
146,и,O
147,отображать,O
148,данные,B-TERM
149,в,I-TERM
150,реальном,O
151,времени,O
152,.,O
