id,token,tag
0,В,O
1,работе,O
2,рассматривается,O
3,задача,B-TERM
4,стабилизации,I-TERM
5,робота,I-TERM
6,типа,I-TERM
7,акробот,I-TERM
8,«,O
9,Acrobot,O
10,»,O
11,методом,B-TERM
12,обратной,I-TERM
13,связи,I-TERM
14,линеаризацией,O
15,.,O
16,Рассматриваемая,O
17,модель,O
18,акробота,O
19,представляет,O
20,собой,O
21,роботизированную,O
22,конструкцию,O
23,двухзвенного,O
24,робота,B-TERM
25,с,O
26,единственный,O
27,приводом,O
28,в,O
29,вертикальной,O
30,плоскости,B-TERM
31,(,O
32,локте,O
33,),O
34,.,O
35,Рассматриваемая,O
36,модель,O
37,представляет,O
38,интерес,O
39,",",O
40,определяемый,O
41,возможностью,B-TERM
42,аналитического,I-TERM
43,исследования,I-TERM
44,динамических,I-TERM
45,уравнений,I-TERM
46,с,O
47,незначительным,O
48,числом,B-TERM
49,параметров,I-TERM
50,.,O
51,Получено,O
52,решение,O
53,задачи,O
54,стабилизации,O
55,конструкции,B-TERM
56,акробота,I-TERM
57,линейно,O
58,-,O
59,квадратичными,O
60,регуляторами,B-TERM
61,.,O
62,Однако,O
63,найденные,O
64,решения,O
65,не,O
66,обеспечивают,O
67,робастность,B-TERM
68,параметров,I-TERM
69,",",O
70,что,O
71,затрудняет,O
72,их,O
73,практическое,O
74,использование,O
75,.,O
76,Приведены,O
77,результаты,B-TERM
78,вычислительных,I-TERM
79,экспериментами,I-TERM
80,.,O
