id,token,tag
0,Повышение,O
1,осведомленности,O
2,пилота,O
3,летательного,B-TERM
4,аппарата,I-TERM
5,о,O
6,закабинном,O
7,пространстве,O
8,в,O
9,условиях,O
10,ограниченной,O
11,видимости,O
12,или,O
13,полете,O
14,на,O
15,малых,O
16,высотах,B-TERM
17,в,O
18,сложном,O
19,рельефе,B-TERM
20,местности,O
21,является,O
22,актуальной,O
23,научно,O
24,-,O
25,технической,O
26,задачей,O
27,.,O
28,Система,B-TERM
29,комбинированного,I-TERM
30,видения,I-TERM
31,позволяет,O
32,решить,O
33,эту,O
34,задачу,O
35,путем,O
36,предоставления,O
37,комплексной,O
38,информации,O
39,от,O
40,датчиков,B-TERM
41,системы,I-TERM
42,технического,I-TERM
43,зрения,I-TERM
44,",",O
45,дополненной,O
46,синтезированной,O
47,моделью,O
48,местности,O
49,.,O
50,В,O
51,статье,O
52,рассмотрены,O
53,вопросы,O
54,сокращения,B-TERM
55,вычислительной,I-TERM
56,сложности,I-TERM
57,совмещения,I-TERM
58,разнородных,I-TERM
59,изображений,I-TERM
60,.,O
