id,token,tag
0,Наиболее,O
1,важным,O
2,",",O
3,интересным,O
4,и,O
5,сложным,O
6,этапом,B-TERM
7,автоматической,I-TERM
8,обработки,I-TERM
9,текстов,I-TERM
10,считается,O
11,этап,B-TERM
12,семантического,I-TERM
13,анализа,I-TERM
14,",",O
15,целью,B-TERM
16,которого,I-TERM
17,является,O
18,формальное,O
19,представление,B-TERM
20,смысла,I-TERM
21,текста,I-TERM
22,.,O
23,Исследована,O
24,возможность,B-TERM
25,применения,I-TERM
26,теории,I-TERM
27,риторических,I-TERM
28,структур,I-TERM
29,для,O
30,анализа,B-TERM
31,текстов,I-TERM
32,научно,O
33,-,O
34,технической,O
35,тематики,O
36,на,O
37,русском,O
38,и,O
39,казахском,O
40,языках,B-TERM
41,.,O
42,Описаны,O
43,некоторые,O
44,формальные,O
45,признаки,O
46,риторических,O
47,отношений,O
48,.,O
49,Сформулированы,O
50,утверждения,O
51,",",O
52,связывающие,O
53,выделенные,O
54,признаки,O
55,между,O
56,собой,O
57,.,O
58,Для,O
59,обоих,O
60,языков,B-TERM
61,научно,O
62,-,O
63,технические,O
64,тексты,B-TERM
65,в,O
66,большей,O
67,мере,O
68,характеризуются,O
69,следующими,O
70,отношениями,O
71,:,O
72,Условие,O
73,",",O
74,Причина,O
75,",",O
76,Пример,O
77,",",O
78,Переформулировка,O
79,.,O
80,Кроме,O
81,того,O
82,",",O
83,статьи,O
84,на,O
85,русском,O
86,языке,B-TERM
87,в,O
88,большом,O
89,количестве,O
90,содержат,O
91,отношение,O
92,Контраст,B-TERM
93,",",O
94,а,O
95,статьи,O
96,на,O
97,казахском,O
98,—,O
99,Цель,B-TERM
100,.,O
101,Основная,O
102,проблема,O
103,состоит,O
104,в,O
105,том,O
106,",",O
107,что,O
108,достаточно,O
109,сложно,O
110,определить,O
111,конкретное,O
112,риторическое,O
113,отношение,O
114,",",O
115,связывающее,O
116,дискурсивные,O
117,единицы,O
118,.,O
119,Планируется,O
120,использовать,O
121,предложенные,O
122,методы,B-TERM
123,и,O
124,созданные,O
125,на,O
126,их,O
127,основе,O
128,инструменты,O
129,в,O
130,системах,B-TERM
131,извлечения,I-TERM
132,информации,I-TERM
133,и,O
134,автоматического,O
135,реферирования,O
136,.,O
