id,token,tag
0,Рассмотренная,O
1,модель,O
2,идентификации,O
3,качества,B-TERM
4,услуг,I-TERM
5,усовершенствованным,O
6,математическим,B-TERM
7,аппаратом,I-TERM
8,и,O
9,позволяет,O
10,использовать,O
11,различную,O
12,дополнительную,O
13,информацию,O
14,.,O
15,Предлагаемый,O
16,устойчивый,O
17,матричный,B-TERM
18,метод,I-TERM
19,MTQFD,I-TERM
20,(,O
21,Matrix,O
22,Technique,O
23,QFD,O
24,),O
25,позволяет,O
26,определять,O
27,не,O
28,только,O
29,приоритеты,O
30,",",O
31,но,O
32,и,O
33,оценки,O
34,целевых,O
35,значений,O
36,характеристик,B-TERM
37,продукции,I-TERM
38,и,O
39,параметров,B-TERM
40,технологических,I-TERM
41,процессов,I-TERM
42,",",O
43,при,O
44,этом,O
45,возможно,O
46,использование,O
47,информации,O
48,об,O
49,отрицательных,O
50,взаимосвязях,B-TERM
51,.,O
52,Разработанные,O
53,онтологическая,O
54,модель,B-TERM
55,",",O
56,метод,B-TERM
57,и,O
58,проект,O
59,экспертной,B-TERM
60,системы,I-TERM
61,универсальны,B-TERM
62,и,O
63,могут,O
64,быть,O
65,использованы,O
66,для,O
67,идентификации,O
68,качества,O
69,услуг,B-TERM
70,.,O
