id,token,tag
0,Обсуждаются,O
1,результаты,B-TERM
2,исследования,I-TERM
3,влияния,I-TERM
4,информационных,I-TERM
5,потоков,I-TERM
6,в,O
7,магистральном,O
8,интернет,O
9,-,O
10,канале,O
11,",",O
12,проведенного,O
13,на,O
14,основе,B-TERM
15,анализа,I-TERM
16,15,O
17,-,O
18,и,O
19,минутных,O
20,дампов,O
21,интернет,O
22,-,O
23,трафика,O
24,",",O
25,находящихся,O
26,в,O
27,свободном,O
28,доступе,O
29,в,O
30,архиве,B-TERM
31,MAWI,I-TERM
32,[,O
33,1,O
34,],O
35,.,O
36,При,O
37,этом,O
38,выделены,O
39,три,O
40,класса,B-TERM
41,информационных,I-TERM
42,потоков,I-TERM
43,",",O
44,в,O
45,зависимости,O
46,от,O
47,объемов,B-TERM
48,информации,I-TERM
49,каждого,I-TERM
50,потоками,I-TERM
51,информации,I-TERM
52,:,O
53,«,O
54,Мыши,O
55,»,O
56,",",O
57,«,O
58,Мулы,O
59,»,O
60,и,O
61,«,O
62,Слоны,O
63,»,O
64,.,O
65,В,O
66,соответствие,O
67,с,O
68,авторской,O
69,методикой,O
70,для,O
71,каждого,O
72,из,O
73,выбранных,O
74,классов,O
75,потоков,O
76,получены,O
77,случайные,O
78,последовательности,O
79,(,O
80,СП,O
81,),O
82,Ni,O
83,",",O
84,Vi,O
85,",",O
86,Ṽi,O
87,",",O
88,содержащие,O
89,упорядоченные,O
90,во,O
91,времени,O
92,значения,B-TERM
93,объемов,I-TERM
94,передаваемой,I-TERM
95,и,I-TERM
96,объемов,B-TERM
97,информации,I-TERM
98,",",O
99,переданных,O
100,в,O
101,течение,O
102,заданного,B-TERM
103,временного,I-TERM
104,интервала,I-TERM
105,",",O
106,а,O
107,также,O
108,среднего,B-TERM
109,объема,I-TERM
110,переданной,I-TERM
111,информации,I-TERM
112,",",O
113,приходящейся,O
114,на,O
115,один,O
116,пакет,O
117,.,O
118,Продемонстрировано,O
119,",",O
120,что,O
121,вопреки,O
122,устоявшимся,O
123,представлениям,B-TERM
124,",",O
125,фрактальными,O
126,(,O
127,самоподобными,O
128,),O
129,свойствами,B-TERM
130,обладают,O
131,не,O
132,СП,O
133,Ni,O
134,",",O
135,Vi,O
136,",",O
137,Ṽi,O
138,",",O
139,но,O
140,их,O
141,накопленные,O
142,суммы,B-TERM
143,и,O
144,получены,O
145,оценки,O
146,их,O
147,показателей,O
148,Херста,O
149,.,O
150,Построены,O
151,регрессионные,B-TERM
152,модели,I-TERM
153,",",O
154,описывающие,O
155,зависимости,O
156,показателей,O
157,Херста,O
158,накопленных,O
159,сумм,B-TERM
160,СП,O
161,Ni,O
162,",",O
163,Vi,O
164,",",O
165,Ṽi,O
166,",",O
167,от,O
168,объемов,B-TERM
169,информации,I-TERM
170,и,O
171,числа,O
172,пакетов,O
173,",",O
174,переданных,O
175,каждым,O
176,из,O
177,выбранных,O
178,классов,O
179,пользователей,O
180,",",O
181,которые,O
182,позволяют,O
183,оценивать,O
184,взаимное,O
185,влияние,B-TERM
186,информационных,I-TERM
187,потоков,I-TERM
188,",",O
189,создаваемых,O
190,«,O
191,Мышами,O
192,»,O
193,",",O
194,«,O
195,Мулами,O
196,»,O
197,и,O
198,«,O
199,Слонами,O
200,»,O
201,",",O
202,друг,O
203,на,O
204,друга,O
205,.,O
206,Установлено,O
207,",",O
208,что,O
209,значения,O
210,объемов,B-TERM
211,информации,I-TERM
212,",",O
213,переданной,O
214,в,O
215,течение,O
216,15,O
217,минут,O
218,каждым,O
219,из,O
220,классов,O
221,пользователей,O
222,",",O
223,связаны,O
224,детерминированными,O
225,линейными,O
226,зависимостями,O
227,.,O
228,Это,O
229,свидетельствует,O
230,о,O
231,возможности,B-TERM
232,разработки,I-TERM
233,механизмов,I-TERM
234,балансировки,I-TERM
235,объемов,I-TERM
236,передаваемой,O
237,информации,O
238,",",O
239,призванных,O
240,повысить,O
241,качество,O
242,обслуживания,O
243,пользователей,O
244,данным,O
245,каналом,O
246,",",O
247,на,O
248,основе,B-TERM
249,управления,I-TERM
250,скоростью,O
251,передачи,B-TERM
252,информации,I-TERM
253,каждого,O
254,из,O
255,выделенных,O
256,классов,O
257,пользователей,O
258,в,O
259,зависимости,O
260,от,O
261,текущих,O
262,значений,O
263,показателей,O
264,Херста,O
265,накопленных,O
266,сумм,B-TERM
267,СП,O
268,Ni,O
269,",",O
270,Vi,O
271,",",O
272,Ṽi,O
273,.,O
274,Приведен,O
275,пример,O
276,подобного,O
277,алгоритма,O
278,.,O
