id,token,tag
0,Проекты,O
1,и,O
2,проектное,B-TERM
3,управление,I-TERM
4,используются,O
5,в,O
6,современной,B-TERM
7,экономике,I-TERM
8,для,O
9,решения,O
10,самых,O
11,различных,B-TERM
12,компаний,I-TERM
13,.,O
14,В,O
15,статье,O
16,производится,O
17,попытка,O
18,оценить,O
19,объемы,B-TERM
20,хозяйственной,I-TERM
21,деятельности,I-TERM
22,",",O
23,реализуемой,O
24,в,O
25,рамках,O
26,проектов,O
27,",",O
28,программ,O
29,и,O
30,портфелей,O
31,.,O
32,Оценки,O
33,базируются,O
34,на,O
35,статистическом,B-TERM
36,анализе,I-TERM
37,мнений,I-TERM
38,менеджеров,I-TERM
39,-,O
40,практиков,O
41,из,O
42,самых,O
43,различных,O
44,компаний,B-TERM
45,.,O
46,Особенное,B-TERM
47,внимание,O
48,уделяется,O
49,исследованию,B-TERM
50,масштабов,I-TERM
51,использования,I-TERM
52,проектов,I-TERM
53,в,O
54,высокотехнологических,O
55,отраслях,B-TERM
56,экономики,I-TERM
57,.,O
58,В,O
59,результате,B-TERM
60,исследования,I-TERM
61,определено,O
62,",",O
63,что,O
64,проектно,O
65,-,O
66,ориентированная,O
67,деятельность,O
68,сегодня,O
69,присутствует,O
70,достаточно,O
71,осязаемо,O
72,практически,O
73,во,O
74,всех,O
75,отраслях,O
76,.,O
77,Но,O
78,при,O
79,этом,O
80,особенно,O
81,важное,O
82,место,O
83,проекты,O
84,и,O
85,проектное,B-TERM
86,управление,I-TERM
87,занимают,O
88,в,O
89,высокотехнологических,O
90,отраслях,O
91,.,O
