id,token,tag
0,В,O
1,работе,O
2,предлагается,O
3,алгоритм,O
4,сегментации,O
5,трехмерных,O
6,сцен,O
7,",",O
8,основанный,O
9,на,O
10,семантической,O
11,сегментации,O
12,последовательности,O
13,изображений,O
14,на,O
15,основе,B-TERM
16,сверточных,I-TERM
17,нейронных,I-TERM
18,сетей,I-TERM
19,",",O
20,с,O
21,последующей,O
22,проекцией,B-TERM
23,результатов,I-TERM
24,на,O
25,реконструированную,O
26,трехмерную,O
27,модель,O
28,наблюдаемой,O
29,сцены,O
30,",",O
31,представленную,O
32,облаком,B-TERM
33,3D,O
34,точек,O
35,.,O
36,Работоспособность,B-TERM
37,и,O
38,оценка,B-TERM
39,точности,I-TERM
40,алгоритма,I-TERM
41,подтверждается,O
42,результатами,B-TERM
43,экспериментов,I-TERM
44,.,O
