id,token,tag
0,В,O
1,статье,O
2,представлены,O
3,новые,O
4,интеллектуальные,B-TERM
5,методы,I-TERM
6,принятия,I-TERM
7,решений,I-TERM
8,:,O
9,метод,B-TERM
10,логического,I-TERM
11,синтеза,I-TERM
12,сценариев,I-TERM
13,динамическими,O
14,суждениями,O
15,",",O
16,который,O
17,можно,O
18,применять,O
19,для,O
20,прогнозирования,O
21,возможных,O
22,последствий,B-TERM
23,решений,I-TERM
24,;,O
25,метод,B-TERM
26,аналитических,I-TERM
27,сетей,I-TERM
28,",",O
29,позволяющий,O
30,определить,O
31,приоритеты,O
32,альтернатив,O
33,в,O
34,условиях,B-TERM
35,взаимного,I-TERM
36,влияния,I-TERM
37,;,O
38,метод,B-TERM
39,нечеткого,I-TERM
40,логического,I-TERM
41,вывода,I-TERM
42,",",O
43,обеспечивающий,O
44,поддержку,B-TERM
45,процессов,I-TERM
46,принятия,I-TERM
47,решений,I-TERM
48,путем,O
49,моделирования,B-TERM
50,рассуждений,I-TERM
51,на,O
52,основе,B-TERM
53,экспертных,I-TERM
54,знаний,I-TERM
55,;,O
56,метод,B-TERM
57,логического,I-TERM
58,синтеза,I-TERM
59,сценариев,B-TERM
60,развития,I-TERM
61,сложных,I-TERM
62,систем,I-TERM
63,",",O
64,позволяющий,O
65,прогнозировать,O
66,будущее,O
67,с,O
68,учетом,O
69,появления,O
70,новых,O
71,тенденций,O
72,и,O
73,событий,O
74,",",O
75,которые,O
76,могли,O
77,не,O
78,иметь,O
79,места,O
80,в,O
81,прошлом,O
82,.,O
83,Интеллектуальные,B-TERM
84,системы,I-TERM
85,компьютерной,I-TERM
86,поддержки,I-TERM
87,прошли,O
88,практическую,O
89,апробацию,O
90,в,O
91,течение,O
92,нескольких,O
93,лет,O
94,при,O
95,решении,O
96,задач,O
97,в,O
98,таких,O
99,областях,O
100,",",O
101,как,O
102,экономика,B-TERM
103,",",O
104,инноватика,B-TERM
105,",",O
106,менеджмент,B-TERM
107,организаций,I-TERM
108,",",O
109,концептуальное,O
110,проектирование,O
111,новой,O
112,техники,O
113,",",O
114,оценка,O
115,интеллектуального,B-TERM
116,капитала,I-TERM
117,и,O
118,др,O
119,.,O
