id,token,tag
0,Предложена,O
1,схема,B-TERM
2,автоматической,I-TERM
3,верификации,I-TERM
4,UML,I-TERM
5,-,O
6,модели,O
7,на,O
8,предмет,O
9,согласованности,O
10,",",O
11,связанная,O
12,с,O
13,введением,O
14,ограничений,O
15,при,O
16,моделировании,B-TERM
17,программных,I-TERM
18,систем,I-TERM
19,.,O
20,В,O
21,качестве,O
22,требований,O
23,к,O
24,системе,B-TERM
25,рассматриваются,O
26,необходимые,O
27,условия,O
28,",",O
29,обеспечивающие,O
30,целостность,O
31,и,O
32,согласованность,O
33,UML,O
34,-,O
35,модели,O
36,",",O
37,представленной,O
38,в,O
39,формате,O
40,XMI,O
41,.,O
