id,token,tag
0,В,O
1,статье,O
2,излагается,O
3,методика,O
4,внедрения,O
5,модуля,O
6,«,O
7,Финансовый,B-TERM
8,менеджмент,I-TERM
9,»,O
10,из,O
11,контура,O
12,«,O
13,Финансово,O
14,-,O
15,экономическое,B-TERM
16,управления,I-TERM
17,»,O
18,корпоративной,B-TERM
19,информационной,I-TERM
20,системы,I-TERM
21,«,O
22,Флагман,O
23,»,O
24,на,O
25,машиностроительном,B-TERM
26,предприятии,I-TERM
27,",",O
28,созданная,O
29,на,O
30,основе,O
31,опыта,O
32,внедрения,O
33,контура,O
34,«,O
35,Управление,B-TERM
36,производством,I-TERM
37,»,O
38,той,O
39,же,O
40,системы,B-TERM
41,.,O
42,Внедрение,O
43,осуществляется,O
44,с,O
45,целью,B-TERM
46,удовлетворения,I-TERM
47,конкретных,I-TERM
48,информационно,B-TERM
49,-,O
50,аналитических,B-TERM
51,потребностей,I-TERM
52,руководителей,I-TERM
53,предприятия,I-TERM
54,.,O
55,Планируются,O
56,работы,O
57,",",O
58,и,O
59,оценивается,O
60,ориентировочная,O
61,стоимость,B-TERM
62,внедрения,I-TERM
63,модуля,I-TERM
64,.,O
