id,token,tag
0,Рассмотрены,O
1,прямые,B-TERM
2,методы,I-TERM
3,решения,I-TERM
4,систем,I-TERM
5,линейных,I-TERM
6,алгебраических,I-TERM
7,уравнений,I-TERM
8,(,O
9,СЛАУ,O
10,),O
11,в,O
12,системах,B-TERM
13,компьютерной,I-TERM
14,математики,I-TERM
15,MathCAD,I-TERM
16,Prime,I-TERM
17,и,O
18,MathCAD,O
19,14,O
20,.,O
21,Приведены,O
22,примеры,O
23,использования,O
24,встроенных,O
25,функций,B-TERM
26,c,I-TERM
27,оценкой,O
28,их,O
29,погрешности,O
30,на,O
31,примере,B-TERM
32,глобальной,I-TERM
33,интерполяции,I-TERM
34,каноническим,O
35,полиномом,O
36,.,O
