id,token,tag
0,Сделан,O
1,ретроспективный,O
2,взгляд,O
3,на,O
4,процесс,B-TERM
5,информатизации,I-TERM
6,инженерного,I-TERM
7,образования,I-TERM
8,",",O
9,в,O
10,частности,O
11,на,O
12,способы,O
13,решения,B-TERM
14,задачи,I-TERM
15,на,O
16,аналоговых,O
17,",",O
18,цифровых,O
19,и,O
20,гибридных,B-TERM
21,компьютеров,I-TERM
22,.,O
23,Упомянуты,O
24,двоичные,O
25,",",O
26,троичные,O
27,",",O
28,восьмеричные,O
29,",",O
30,десятиричные,O
31,и,O
32,шестнадцатиричные,O
33,форматы,O
34,вывода,O
35,числовой,O
36,информации,O
37,«,O
38,на,O
39,печать,O
40,»,O
41,",",O
42,а,O
43,также,O
44,парадоксы,B-TERM
45,",",O
46,возникающие,O
47,при,O
48,этом,O
49,.,O
50,Рассмотрены,O
51,преимущества,O
52,и,O
53,недостатки,O
54,аналоговых,O
55,",",O
56,цифровых,O
57,и,O
58,гибридных,B-TERM
59,компьютеров,I-TERM
60,.,O
61,Рассмотрены,O
62,простейшие,B-TERM
63,цифровые,O
64,",",O
65,аналоговые,O
66,и,O
67,гибридные,B-TERM
68,компьютеры,I-TERM
69,в,O
70,связке,O
71,с,O
72,обыденными,O
73,вещами,O
74,(,O
75,автомобили,O
76,",",O
77,часы,O
78,и,O
79,др,O
80,.,O
81,),O
82,.,O
83,Представлена,O
84,ретроспектива,O
85,использования,O
86,в,O
87,МЭИ,B-TERM
88,вычислительной,I-TERM
89,техники,I-TERM
90,для,O
91,решения,O
92,учебных,O
93,",",O
94,научных,O
95,и,O
96,административных,O
97,задач,O
98,",",O
99,а,O
100,также,O
101,основные,O
102,достижения,O
103,в,O
104,этой,O
105,области,O
106,:,O
107,создание,O
108,одной,O
109,из,O
110,самых,O
111,крупных,B-TERM
112,информационных,I-TERM
113,компьютерных,I-TERM
114,сетей,I-TERM
115,",",O
116,ввод,O
117,в,O
118,эксплуатацию,O
119,300,O
120,виртуальных,B-TERM
121,серверов,I-TERM
122,",",O
123,разработка,O
124,ряда,O
125,ведомственных,B-TERM
126,систем,I-TERM
127,компьютерной,I-TERM
128,математики,I-TERM
129,Mathcad,I-TERM
130,поддержки,I-TERM
131,процессов,I-TERM
132,планирования,I-TERM
133,и,O
134,финансирования,O
135,финансово,O
136,-,O
137,экономической,O
138,деятельности,O
139,образовательных,B-TERM
140,учреждений,I-TERM
141,",",O
142,подведомственных,O
143,Минобрнауки,O
144,России,O
145,",",O
146,а,O
147,также,O
148,крупных,O
149,информационных,B-TERM
150,систем,I-TERM
151,университетского,O
152,уровня,O
153,.,O
154,Описан,O
155,человеческий,O
156,фактор,O
157,",",O
158,влияющий,O
159,на,O
160,внедрение,B-TERM
161,вычислительной,I-TERM
162,техники,I-TERM
163,в,O
164,бухгалтерии,O
165,МЭИ,O
166,.,O
167,Описано,O
168,взаимодействие,B-TERM
169,с,O
170,аналоговыми,O
171,вычислительными,B-TERM
172,машинами,I-TERM
173,как,O
174,некий,O
175,симбиоз,B-TERM
176,науки,I-TERM
177,и,O
178,искусства,B-TERM
179,.,O
180,Дан,B-TERM
181,анализ,B-TERM
182,особенностей,I-TERM
183,архитектуры,I-TERM
184,и,O
185,принципов,O
186,работы,O
187,легендарной,O
188,советской,O
189,АВМ,O
190,МН,O
191,-,O
192,7,O
193,.,O
194,Проанализированы,O
195,причины,O
196,отказа,O
197,от,O
198,аналоговых,O
199,компьютеров,O
200,и,O
201,перехода,O
202,к,O
203,цифровой,O
204,технике,O
205,.,O
206,Даны,B-TERM
207,примеры,O
208,использования,O
209,гибридных,B-TERM
210,компьютеров,B-TERM
211,в,O
212,настоящее,B-TERM
213,время,I-TERM
214,",",O
215,а,O
216,также,O
217,ренессанса,B-TERM
218,аналоговых,I-TERM
219,устройств,I-TERM
220,и,O
221,методов,B-TERM
222,в,O
223,наши,O
224,дни,O
225,.,O
226,Введено,O
227,понятие,O
228,гибридного,O
229,решения,O
230,задачи,O
231,на,O
232,современном,O
233,цифровом,O
234,компьютере,O
235,",",O
236,включающего,O
237,в,O
238,себя,O
239,элементы,O
240,символьного,O
241,(,O
242,аналитического,O
243,),O
244,и,O
245,численного,O
246,(,O
247,приближенного,O
248,),O
249,подходов,O
250,.,O
251,На,O
252,примере,O
253,решения,O
254,задачи,B-TERM
255,оптимизации,I-TERM
256,(,O
257,минимизация,B-TERM
258,поверхности,I-TERM
259,геометрических,I-TERM
260,тел,I-TERM
261,при,O
262,фиксированном,O
263,объеме,B-TERM
264,),O
265,проанализированы,O
266,инструменты,B-TERM
267,систем,I-TERM
268,компьютерной,I-TERM
269,математики,I-TERM
270,Mathcad,I-TERM
271,(,O
272,инженерный,O
273,калькулятор,O
274,),O
275,и,O
276,Maple,O
277,:,O
278,решение,B-TERM
279,алгебраических,I-TERM
280,уравнений,I-TERM
281,и,O
282,систем,B-TERM
283,",",O
284,упрощение,B-TERM
285,выражений,I-TERM
286,",",O
287,взятие,B-TERM
288,производной,I-TERM
289,и,I-TERM
290,др,O
291,.,O
292,Сделан,O
293,вывод,O
294,о,O
295,том,O
296,",",O
297,что,O
298,современные,O
299,математические,O
300,программы,O
301,дают,O
302,нам,O
303,новые,B-TERM
304,возможности,I-TERM
305,решения,I-TERM
306,задач,I-TERM
307,гибридным,O
308,.,O
