id,token,tag
0,Рассматриваются,O
1,алгоритмы,B-TERM
2,поддержки,I-TERM
3,процесса,I-TERM
4,классификации,I-TERM
5,данных,I-TERM
6,гиперспектральной,O
7,съемки,O
8,",",O
9,реализующие,O
10,идентификацию,O
11,объектов,B-TERM
12,земной,I-TERM
13,поверхности,I-TERM
14,посредством,O
15,анализа,B-TERM
16,их,I-TERM
17,гиперспектральных,O
18,характеристик,O
19,",",O
20,получаемых,O
21,с,O
22,обработанных,O
23,космических,O
24,изображений,O
25,",",O
26,с,O
27,применением,O
28,различных,O
29,мер,O
30,подобия,O
31,.,O
32,Представлены,O
33,результаты,O
34,обработки,O
35,гиперспектральной,O
36,информации,O
37,с,O
38,использованием,O
39,предлагаемых,O
40,алгоритмов,O
41,.,O
42,Ключевые,B-TERM
43,слова,I-TERM
44,:,O
45,алгоритм,O
46,идентификации,O
47,",",O
48,гиперспектральная,O
49,характеристика,O
50,объекта,O
51,",",O
52,коэффициент,B-TERM
53,спектрального,I-TERM
54,отражения,I-TERM
55,",",O
56,коэффициент,B-TERM
57,спектральной,B-TERM
58,яркости,I-TERM
59,",",O
60,мера,B-TERM
61,подобия,I-TERM
62,евклидова,I-TERM
63,расстояния,I-TERM
64,",",O
65,угловая,O
66,мера,B-TERM
67,подобия,I-TERM
68,",",O
69,нечеткая,O
70,мера,B-TERM
71,подобия,I-TERM
72,",",O
73,нечеткая,O
74,линейная,B-TERM
75,регрессия,I-TERM
76,",",O
77,консолидация,O
78,.,O
