id,token,tag
0,В,O
1,статье,O
2,рассматривается,O
3,система,B-TERM
4,управления,I-TERM
5,перемещением,I-TERM
6,специализированного,I-TERM
7,промышленного,I-TERM
8,манипулятора,I-TERM
9,.,O
10,Проводится,O
11,анализ,B-TERM
12,ключевых,I-TERM
13,особенностей,I-TERM
14,системы,I-TERM
15,",",O
16,рассматривается,O
17,и,O
18,формулируется,O
19,задача,O
20,повышения,B-TERM
21,эффективности,I-TERM
22,управления,I-TERM
23,.,O
24,На,O
25,основании,O
26,существующих,O
27,в,O
28,мобильной,O
29,и,O
30,промышленной,O
31,робототехнике,B-TERM
32,решений,I-TERM
33,",",O
34,включающих,O
35,использование,B-TERM
36,искусственных,I-TERM
37,нейронных,I-TERM
38,сетей,I-TERM
39,",",O
40,предлагается,O
41,подход,O
42,к,O
43,формированию,O
44,траектории,O
45,перемещения,O
46,манипулятора,O
47,.,O
