id,token,tag
0,В,O
1,статье,O
2,описан,O
3,опыт,B-TERM
4,реализации,I-TERM
5,информационной,I-TERM
6,системы,I-TERM
7,«,O
8,Электронное,O
9,студенческое,O
10,портфолио,O
11,»,O
12,.,O
13,Информационная,B-TERM
14,система,I-TERM
15,учитывает,O
16,потребности,B-TERM
17,всех,I-TERM
18,заинтересованных,I-TERM
19,сторон,I-TERM
20,:,O
21,отдельных,O
22,лиц,O
23,",",O
24,образовательных,B-TERM
25,учреждений,I-TERM
26,",",O
27,потенциальных,O
28,работодателей,O
29,",",O
30,позволяет,O
31,структурировать,O
32,",",O
33,хранить,O
34,",",O
35,поддерживать,O
36,",",O
37,обмениваться,O
38,",",O
39,получать,O
40,доступ,O
41,",",O
42,распространять,O
43,и,O
44,оценивать,O
45,содержащуюся,O
46,в,O
47,ней,O
48,информацию,O
49,о,O
50,достижениях,O
51,студентов,O
52,.,O
53,Разработанная,O
54,система,B-TERM
55,независима,O
56,от,O
57,конкретной,O
58,образовательной,O
59,организации,O
60,",",O
61,опирается,O
62,на,O
63,общепризнанные,O
64,форматы,O
65,для,O
66,представления,B-TERM
67,информации,I-TERM
68,о,O
69,деятельности,O
70,студентов,O
71,",",O
72,обеспечивает,O
73,переносимость,B-TERM
74,данных,I-TERM
75,.,O
76,Информационная,B-TERM
77,система,I-TERM
78,предоставляет,O
79,возможность,B-TERM
80,автоматизировать,O
81,процесс,B-TERM
82,выбора,I-TERM
83,кандидатов,I-TERM
84,на,O
85,повышенные,O
86,академические,O
87,стипендии,B-TERM
88,и,O
89,обеспечивает,O
90,информационную,B-TERM
91,поддержку,I-TERM
92,проводимых,I-TERM
93,конкурсов,I-TERM
94,и,O
95,их,O
96,прозрачность,B-TERM
97,.,O
98,При,O
99,создании,O
100,веб,O
101,-,O
102,приложения,O
103,был,O
104,использован,O
105,опыт,O
106,",",O
107,полученный,O
108,при,O
109,разработке,O
110,и,O
111,эксплуатации,B-TERM
112,информационно,B-TERM
113,-,O
114,аналитической,B-TERM
115,системы,I-TERM
116,«,O
117,Результаты,O
118,научной,O
119,деятельности,O
120,»,O
121,Астраханского,O
122,государственного,B-TERM
123,университета,I-TERM
124,.,O
