id,token,tag
0,Статья,O
1,посвящена,O
2,исследованию,B-TERM
3,свойств,I-TERM
4,унимодальности,I-TERM
5,функционала,I-TERM
6,в,O
7,задаче,B-TERM
8,оптимального,I-TERM
9,управления,I-TERM
10,.,O
11,В,O
12,статье,O
13,доказано,O
14,",",O
15,что,O
16,при,O
17,определенных,O
18,условиях,O
19,фазовые,O
20,ограничения,O
21,",",O
22,включенные,O
23,в,O
24,функционал,B-TERM
25,в,O
26,виде,O
27,штрафной,O
28,функции,B-TERM
29,",",O
30,делают,O
31,функционал,B-TERM
32,не,O
33,унимодальным,O
34,.,O
35,Отсутствие,B-TERM
36,унимодальности,I-TERM
37,функционала,I-TERM
38,указывает,O
39,на,O
40,малую,O
41,эффективность,O
42,использования,O
43,в,O
44,этих,O
45,задачах,B-TERM
46,градиентных,I-TERM
47,методов,I-TERM
48,.,O
49,Предложено,O
50,использовать,O
51,для,O
52,численного,B-TERM
53,решения,I-TERM
54,задач,I-TERM
55,оптимального,I-TERM
56,управления,I-TERM
57,с,O
58,фазовыми,O
59,ограничениями,O
60,эволюционные,O
61,алгоритмы,O
62,.,O
63,Приведено,O
64,доказательство,B-TERM
65,теоремы,I-TERM
66,о,O
67,том,O
68,",",O
69,что,O
70,при,O
71,выполнении,O
72,определенных,O
73,условий,O
74,эволюционные,O
75,алгоритмы,O
76,сходятся,O
77,быстрее,O
78,",",O
79,чем,O
80,случайный,B-TERM
81,поиск,I-TERM
82,.,O
83,Приведены,O
84,результаты,B-TERM
85,вычислительного,I-TERM
86,эксперимента,I-TERM
87,",",O
88,в,O
89,котором,O
90,сравнивались,O
91,алгоритмы,O
92,решения,B-TERM
93,задачи,I-TERM
94,оптимального,I-TERM
95,управления,I-TERM
96,двумя,O
97,мобильными,B-TERM
98,роботами,I-TERM
99,с,O
100,фазовыми,O
101,ограничениями,O
102,.,O
103,Результаты,B-TERM
104,эксперимента,I-TERM
105,показали,O
106,эффективность,O
107,применения,O
108,эволюционных,O
109,алгоритмов,O
110,для,O
111,численного,B-TERM
112,решения,I-TERM
113,задач,I-TERM
114,оптимального,I-TERM
115,управления,I-TERM
116,с,O
117,фазовыми,O
118,ограничениями,O
119,по,O
120,сравнению,B-TERM
121,с,O
122,градиентными,B-TERM
123,методами,I-TERM
124,и,O
125,случайным,O
126,поиском,B-TERM
127,.,O
