id,token,tag
0,В,O
1,статье,O
2,на,O
3,примере,O
4,решений,O
5,задач,O
6,из,O
7,научно,O
8,-,O
9,фантастического,O
10,романа,O
11,показана,O
12,работа,O
13,встроенных,O
14,операторов,B-TERM
15,и,O
16,функций,B-TERM
17,математических,I-TERM
18,пакетов,I-TERM
19,Mathcad,I-TERM
20,и,O
21,Maple,O
22,.,O
23,Описана,O
24,символьная,O
25,и,O
26,численная,B-TERM
27,математика,I-TERM
28,",",O
29,плоская,O
30,и,O
31,объемная,O
32,графика,O
33,",",O
34,анимация,O
35,",",O
36,оптимизация,B-TERM
37,",",O
38,решение,O
39,алгебраических,O
40,и,O
41,дифференциальных,B-TERM
42,уравнений,I-TERM
43,и,O
44,их,O
45,систем,B-TERM
46,",",O
47,программирование,O
48,",",O
49,работа,O
50,с,O
51,физическими,B-TERM
52,величинами,B-TERM
53,",",O
54,ссылка,O
55,на,O
56,облачные,B-TERM
57,функции,I-TERM
58,и,O
59,др,O
60,.,O
61,Показано,O
62,",",O
63,как,O
64,на,O
65,примере,O
66,решения,O
67,задач,O
68,можно,O
69,вести,O
70,учебный,B-TERM
71,процесс,I-TERM
72,в,O
73,школе,O
74,и,O
75,вузе,O
76,",",O
77,опираясь,O
78,на,O
79,современную,O
80,образовательную,B-TERM
81,технологию,B-TERM
82,под,O
83,названием,O
84,STEM,O
85,Education,O
86,(,O
87,Science,O
88,",",O
89,Technology,O
90,",",O
91,Engineering,O
92,и,O
93,Mathematic,O
94,),O
95,",",O
96,когда,O
97,на,O
98,одном,O
99,занятии,O
100,затрагиваются,O
101,разные,O
102,учебные,O
103,дисциплины,O
104,—,O
105,литература,B-TERM
106,",",O
107,изобразительное,B-TERM
108,искусство,I-TERM
109,",",O
110,история,B-TERM
111,",",O
112,математика,B-TERM
113,",",O
114,информатика,B-TERM
115,",",O
116,физика,B-TERM
117,",",O
118,инженерное,B-TERM
119,дело,I-TERM
120,",",O
121,инженерная,O
122,графика,O
123,",",O
124,статистика,B-TERM
125,",",O
126,политология,B-TERM
127,и,O
128,даже,O
129,теология,B-TERM
130,(,O
131,религиоведение,B-TERM
132,),O
133,.,O
134,Найдена,O
135,и,O
136,проанализирована,O
137,одна,O
138,типичная,O
139,ошибка,O
140,символьной,B-TERM
141,математики,I-TERM
142,пакетов,I-TERM
143,Mathcad,O
144,",",O
145,Maple,O
146,и,O
147,Mathematica,O
148,.,O
149,На,O
150,примере,O
151,использования,B-TERM
152,метода,I-TERM
153,наименьших,I-TERM
154,квадратов,I-TERM
155,поднята,O
156,и,O
157,проанализирована,O
158,одна,O
159,нерешенная,O
160,проблема,B-TERM
161,теории,I-TERM
162,размерных,I-TERM
163,величин,I-TERM
164,.,O
