id,token,tag
0,Данная,B-TERM
1,статья,I-TERM
2,посвящена,O
3,реализации,O
4,проблемно,O
5,-,O
6,ориентированного,O
7,транслирующего,O
8,средства,O
9,в,O
10,рамках,B-TERM
11,систем,I-TERM
12,непрерывного,I-TERM
13,моделирования,I-TERM
14,.,O
15,Построение,B-TERM
16,переходных,I-TERM
17,процессов,I-TERM
18,осуществляется,O
19,по,O
20,формальному,O
21,описанию,O
22,объекта,O
23,",",O
24,предлагаемому,O
25,в,O
26,виде,O
27,набора,B-TERM
28,обыкновенных,I-TERM
29,дифференциальных,I-TERM
30,и,I-TERM
31,алгебраических,B-TERM
32,уравнений,I-TERM
33,.,O
34,Предусмотрена,O
35,возможность,B-TERM
36,изменения,B-TERM
37,методов,I-TERM
38,и,O
39,условий,O
40,интегрирования,O
41,.,O
