id,token,tag
0,В,O
1,статье,O
2,обсуждаются,O
3,результаты,B-TERM
4,моделирования,I-TERM
5,информационных,I-TERM
6,потоков,I-TERM
7,в,O
8,компьютерных,B-TERM
9,сетях,I-TERM
10,(,O
11,КС,O
12,),O
13,со,O
14,сложной,O
15,топологией,B-TERM
16,",",O
17,полученные,O
18,с,O
19,помощью,O
20,последовательной,O
21,(,O
22,написанной,O
23,на,O
24,языке,B-TERM
25,пакета,I-TERM
26,MATLAB,I-TERM
27,),O
28,и,O
29,параллельной,O
30,(,O
31,на,O
32,основе,O
33,технологии,O
34,GPGPU,O
35,),O
36,программных,O
37,реализаций,O
38,гибридной,B-TERM
39,жидкостной,I-TERM
40,модели,I-TERM
41,(,O
42,ГЖМ,O
43,),O
44,интернет,O
45,-,O
46,трафика,O
47,.,O
48,Получены,O
49,оценки,O
50,скорости,B-TERM
51,вычислений,I-TERM
52,обеих,I-TERM
53,программных,O
54,реализаций,O
55,",",O
56,подтверждающие,O
57,более,O
58,высокую,O
59,производительность,B-TERM
60,параллельной,I-TERM
61,программной,I-TERM
62,реализации,I-TERM
63,ГЖМ,O
64,.,O
65,Предложены,O
66,направления,O
67,дальнейших,B-TERM
68,исследований,I-TERM
69,с,O
70,целью,B-TERM
71,развития,I-TERM
72,параллельной,I-TERM
73,программной,O
74,реализации,O
75,ГЖМ,O
76,.,O
