id,token,tag
0,Рассматриваются,O
1,перспективы,B-TERM
2,развития,I-TERM
3,корпоративных,I-TERM
4,систем,I-TERM
5,систем,I-TERM
6,и,O
7,проблемы,O
8,",",O
9,с,O
10,этим,O
11,связанные,O
12,.,O
13,Исследование,B-TERM
14,коснется,O
15,ряда,O
16,аспектов,B-TERM
17,корпоративных,I-TERM
18,систем,I-TERM
19,:,O
20,больших,B-TERM
21,данных,I-TERM
22,массивов,I-TERM
23,хранения,B-TERM
24,данных,I-TERM
25,",",O
26,интеграции,B-TERM
27,разнородных,I-TERM
28,систем,I-TERM
29,",",O
30,идентификации,O
31,объектов,O
32,",",O
33,использования,O
34,технологий,B-TERM
35,искусственного,I-TERM
36,интеллекта,I-TERM
37,",",O
38,проблем,O
39,настройки,O
40,и,O
41,обучения,O
42,",",O
43,автоматических,O
44,объектов,O
45,",",O
46,интернета,B-TERM
47,вещей,I-TERM
48,.,O
49,Также,O
50,будут,O
51,рассмотрены,O
52,вопросы,O
53,проектирования,B-TERM
54,систем,I-TERM
55,",",O
56,использования,O
57,наследуемых,O
58,решений,O
59,",",O
60,особо,O
61,будут,O
62,отмечены,O
63,опасности,O
64,всеобщей,B-TERM
65,автоматизации,O
66,",",O
67,проблема,O
68,выявления,O
69,и,O
70,устранения,O
71,ошибок,O
72,.,O
73,Во,O
74,введении,O
75,отмечено,O
76,",",O
77,что,O
78,корпоративные,B-TERM
79,информационные,B-TERM
80,системы,I-TERM
81,занимают,O
82,важное,O
83,место,O
84,в,O
85,жизни,B-TERM
86,человека,I-TERM
87,.,O
88,Ставится,O
89,задача,O
90,провести,O
91,анализ,B-TERM
92,основных,I-TERM
93,тенденций,I-TERM
94,развития,I-TERM
95,корпоративных,B-TERM
96,информационных,I-TERM
97,систем,I-TERM
98,",",O
99,определены,O
100,примерные,O
101,контуры,O
102,новых,O
103,информационных,O
104,технологий,B-TERM
105,искусственного,I-TERM
106,реализуемых,O
107,на,O
108,их,O
109,основе,O
110,",",O
111,оценены,O
112,возможные,O
113,проблемы,O
114,.,O
115,Отмечены,O
116,перспективы,B-TERM
117,развития,I-TERM
118,и,O
119,возникающие,O
120,проблемы,O
121,генерации,O
122,и,O
123,хранения,B-TERM
124,данных,I-TERM
125,массивов,B-TERM
126,данных,I-TERM
127,",",O
128,особо,O
129,отмечена,O
130,проблема,O
131,хранения,O
132,неструктурированных,B-TERM
133,данных,I-TERM
134,.,O
135,При,O
136,вводе,B-TERM
137,данных,I-TERM
138,на,O
139,естественном,B-TERM
140,языке,I-TERM
141,отмечены,O
142,основные,O
143,проблемы,O
144,",",O
145,связанные,O
146,с,O
147,качественным,O
148,распознаванием,B-TERM
149,речи,I-TERM
150,",",O
151,вместе,O
152,с,O
153,тем,O
154,",",O
155,общее,B-TERM
156,понимание,I-TERM
157,того,I-TERM
158,",",O
159,как,O
160,это,O
161,сделать,O
162,есть,O
163,.,O
164,При,O
165,организации,O
166,хранения,O
167,данных,B-TERM
168,выделены,O
169,технологии,O
170,автоматического,O
171,устранения,O
172,ошибок,O
173,",",O
174,возникающих,O
175,при,O
176,хранении,O
177,.,O
178,Отмечена,O
179,важность,B-TERM
180,интеграции,I-TERM
181,систем,I-TERM
182,",",O
183,а,O
184,также,O
185,важность,O
186,разработки,O
187,соответствующих,B-TERM
188,интерфейсов,I-TERM
189,.,O
190,Показана,O
191,важность,O
192,технологий,B-TERM
193,автоматического,I-TERM
194,",",O
195,которое,O
196,должно,O
197,быть,O
198,правильным,O
199,",",O
200,эффективным,O
201,и,O
202,развивающим,O
203,и,O
204,не,O
205,должно,O
206,запоминать,O
207,неэффективные,O
208,решения,O
209,.,O
210,Важным,O
211,будет,O
212,обеспечение,B-TERM
213,надежного,I-TERM
214,",",O
215,с,O
216,точки,B-TERM
217,зрения,I-TERM
218,сохранности,I-TERM
219,и,O
220,безопасности,O
221,",",O
222,хранения,O
223,данных,B-TERM
224,.,O
225,Существенно,O
226,изменятся,O
227,технологии,O
228,распознавания,O
229,объектов,O
230,на,O
231,основе,O
232,непосредственного,O
233,считывания,O
234,визуальной,O
235,информации,O
236,",",O
237,отмечены,O
238,организационные,O
239,и,O
240,технические,O
241,проблемы,O
242,.,O
243,Показано,O
244,",",O
245,что,O
246,современные,B-TERM
247,системы,I-TERM
248,как,O
249,занимающиеся,O
